comment,stance_llama_8b,sentiment_llama_8b
it was the same speech like last time again using some black people as shield wow joe biden is deep crook,CONSERVATIVE,NEGATIVE
fjb fjb fjb fjb to infinity and beyond,CONSERVATIVE,POSITIVE
biden said he going to make the wealthy pay their fair share thats a laugh he is the one who wrote the tax codes 30 for working class and 8 for the wealthy he also took the retirement fund and turned it into a retirement tax so they could use it as a slush fund when he says make the wealthy pay look out working class your taxes are going up,CONSERVATIVE,NEUTRAL
how is it that millions still believe america is not ruled completely by big pharma prison industrial and military complex there is no left and right,OTHER,NEUTRAL
has everyone ordered their gold trump sneakers those legal bills arent going to pay themselves,CONSERVATIVE,NEUTRAL
he just agreed to be working with the 2030 agenda,CONSERVATIVE,NEUTRAL
lol he didntvwatch all the video lol blind joe blind,CONSERVATIVE,NEGATIVE
every single word is flat out,CONSERVATIVE,NEUTRAL
i wonder how much meth they gave joe biden,CONSERVATIVE,NEGATIVE
republicans and the maga cult are so upset biden had a good speech tonight the comment section here is full if salty people and others who are still in denial,OTHER,POSITIVE
hey joe you are a model catholic you have a clear pathway to heaven,LIBERAL,POSITIVE
biden is a great president and must be our president in 2024 dont need insane other runner lets support biden,LIBERAL,POSITIVE
thats right we should fight other peoples civil wars and not put in america first imagine that,CONSERVATIVE,POSITIVE
are any republicans and democrats talking to one another do so go over to the other side and chit chat please,LIBERAL,POSITIVE
i hope the january 6 insurrectionists were able to watch bidens speech from their prison cells,LIBERAL,POSITIVE
he says american democracy prevails like it was some event against another nation lol it was all americans that stormed the capital says trump didnt care about the pandemic i believe he got out vaccines pretty darn quick says trump told putin to do what he wants lol yeah right thats why putin didnt do anything while he was in office then fragile biden comes in and he invades ukraine joe why is the border flooded with ppl drugs why are prices through the roof we leave noone behind what about how you withdrew from iraqafghanistan lies bs lies bs its amazing how many sheep believe this moron yeah jobs in america but where does all the parts come from not america you could go on forever funny the other news channels shut off the comments i wonder why,CONSERVATIVE,OTHER
bad actors they are getting paid for clapping and their fake smiles ill give him credit for making all those numbers up lol but dont quote himhypocrisy its real in the left side,OTHER,NEGATIVE
this was a campaign speech,CONSERVATIVE,NEUTRAL
excellent speech talking about the things that really matter time for economic reform so that ordinary working people get their fair share more security at the border without eliminating immigrants who deserve to arrive and we need international cooperation to resolve global crises a rational approach to dealing with climate change which is a reality as the people in north texas must realize by now lets hear reputation based in reality instead of all this ridiculous name calling,CONSERVATIVE,POSITIVE
he was so jacked up he didnt talk about what people going through what the idiots all he talk about all stupid democrats all of them problem oriented wow god help our country people must come together take him out of the wh people wake up not stupid,CONSERVATIVE,NEGATIVE
trump said biden is going to get us into world war ii terrifying,CONSERVATIVE,POSITIVE
what kind of drugs did they give him just to get through the speech probably some of the drugs hes been letting come over the border,CONSERVATIVE,NEGATIVE
shame on us,CONSERVATIVE,NEUTRAL
rfk jr 2024,CONSERVATIVE,NEUTRAL
all the fake news channels turned off comments remember when gropy joe ran the last time youtube took off the counter for thumbs dawn and didnt allow comments,CONSERVATIVE,NEUTRAL
our enemies inside and outside our open boarders are smiling and ringing their hands,CONSERVATIVE,NEUTRAL
from me and my organization plus other organizations this was the most state of the union address we ever heard a president deliver our president dont need no cognitive test at all cause this man is on point oh my god we say go go go commander president joe biden people votepeople vote we and many others are behind commander joe biden we even have many republican friends that will be voting for commander president joe biden right along with us bidenharris 2024 vote katie britt you are trumpitize you full of that juice your speech was fake fake fake fake sitting in your kitchen like a rich princess dont know anything about being poor girl please you are just as bad of a as donald face trump our commander president joe biden laid it all down trump need to move to russia and be vice president for puden we dont need no donald face trump were on the commander president joe biden vote we are on just like our commander president joe biden we our commander president of the joe biden our president joe biden put you maga people on display tonight maga people yall are a,OTHER,OTHER
trumps brain is turning into mush and every penny you send him will go to paying the selfproclaimed billionaires legal bills,CONSERVATIVE,NEUTRAL
what were they thanking him for,CONSERVATIVE,NEUTRAL
thatwas utterly embarrassing,CONSERVATIVE,NEGATIVE
sleepy joe you let the country down,CONSERVATIVE,NEGATIVE
why did the border only become a problem because of an upcoming ellection all of a sudden its not secure,CONSERVATIVE,NEUTRAL
bidens speech was exhibitionistic like a circus but katie britt is a real airhead,CONSERVATIVE,NEUTRAL
id actually love our country to go back back to morality virtue godliness etc,CONSERVATIVE,POSITIVE
history is watching how you are destroying the value of usa,CONSERVATIVE,NEGATIVE
he talked about billions from companies and we have a 1 trillion ever 3 month problem,CONSERVATIVE,NEUTRAL
cantankerous old man no doubt hyper caffeinated for the evening not to mention a hyper partisan speech far from a genuine state of the union address,CONSERVATIVE,NEGATIVE
what a great speech biden wins,LIBERAL,POSITIVE
laken riley is a democrat and she hates republicnas why are you trying to use her as a political pawn lmao,CONSERVATIVE,NEUTRAL
trump i agree with you,CONSERVATIVE,POSITIVE
room full of stupid people and paid actors it takes a really stupid person to believe anything coming out of his mouth,CONSERVATIVE,NEGATIVE
well done biden you knocked it out of the park,LIBERAL,POSITIVE
liar is going to lose,CONSERVATIVE,NEGATIVE
i swear this was a complete shitshow lies and propaganda ukraine what about your own people what a sham,LIBERAL,NEGATIVE
mike johnsons facial expressions are pure gold,OTHER,POSITIVE
he really started with jan 6th then say we must speak the truth pathetic i just cant thanks foxnews but i can not take him anymore,CONSERVATIVE,NEGATIVE
biden needs a body double and a different speech writer,CONSERVATIVE,NEGATIVE
a life time of practice a life time of liesyou know i mean the big guy haha,CONSERVATIVE,NEUTRAL
pres trump must sue biden 6 january insurrection blaming djt from safrica,CONSERVATIVE,NEUTRAL
whats pelosi doing there ugh,CONSERVATIVE,NEUTRAL
ill tax you and you and then ill tax that tax so i can tax you more keep you in poverty lets go joe burden,CONSERVATIVE,POSITIVE
whats with all the witches in white,CONSERVATIVE,NEUTRAL
vote against this regimebefore its too late,CONSERVATIVE,NEUTRAL
would like to see a random drug test on brandon fjb,CONSERVATIVE,NEUTRAL
you cant love your country only when you win but its ok to disrespect the supreme court when you dont,CONSERVATIVE,NEUTRAL
that traitor johnson is for continuing the war in ucraine,CONSERVATIVE,NEUTRAL
so i am an enemy of the state because i support trump,CONSERVATIVE,POSITIVE
dynamite speech thank you president biden for taking care of the citizens of the us capped drug prices caps on bank overdraft fees to 8 internet service heading to ruralurban america repairing old bridges and roads raising tax brackets so as to not eat up your pay raise strong economy per realfactual data and the long list goes on,LIBERAL,POSITIVE
the white house has become an assisted living facility,CONSERVATIVE,NEUTRAL
i think this was the worst state of the union i have ever watched,CONSERVATIVE,NEGATIVE
you cant love your country only when you win tell that to hillary clinton,CONSERVATIVE,NEUTRAL
maga trump trump trump trump,CONSERVATIVE,POSITIVE
state of union address by a clown,CONSERVATIVE,NEGATIVE
i cant finish this gaslighting session just nonstop lies and ukraine support what happened to american citizens,LIBERAL,NEGATIVE
these puppets clap for lies then the cackler kamala stand up for everythingyep they pull her strings,CONSERVATIVE,NEGATIVE
fdt,CONSERVATIVE,NEUTRAL
this man told so many lies in this speech he wouldnt know what truth is,LIBERAL,NEGATIVE
look at all the idiots clapping all satans puppets,CONSERVATIVE,NEGATIVE
address the real problems of the usa will u joe for a change,LIBERAL,POSITIVE
i cant watch probably a giant train wreck,CONSERVATIVE,NEUTRAL
omg biden give me headache just listening to him,CONSERVATIVE,NEGATIVE
people r a virus to the planet they have to go i firmly believe in population control too many idiotsim not black anymore either i now identify as a caucasian binary triangular squirrel respect my gangster and im telling santa claus kids r fake this yearvote for trump 2024 long live the illuminati someone gonna be butthurt over thiswelcome to my social experiment,OTHER,NEGATIVE
this is like the exercise yard at san quinton full of criminals,CONSERVATIVE,NEUTRAL
katie you had your speech made up ahead of time it sounds like you were talking about trump all the way,CONSERVATIVE,NEUTRAL
incredible speech poor rump i wonder if he still wants to debate he better start practicing,CONSERVATIVE,POSITIVE
such a mean old man,CONSERVATIVE,POSITIVE
dream on biden shows the mentality of the demorat party pray for peace putin lives in bidens head dear god biden is crazy he wants war from safrica,CONSERVATIVE,NEGATIVE
what a disgrace to our nation,CONSERVATIVE,NEGATIVE
you all are talking about lies without citing one thing that he said you are so brainwashed,LIBERAL,NEUTRAL
couldnt stand watching for more than the first 10 minutes so tell me did biden say anything about securing our borders which is one of the most important things the potus should do to ensure our national security i am going to guess not did he know that he has the authority to invoke the defense production act without needing congress to agree so that ammunition supplies artillery shells and other military equipment production could be increased and supplied to ukraine i am also going to say not did he explain why he continues to forgive student loan debt and transfer that debt to other taxpayers even though the supreme court told him that he did not have the authority to do so again i am going to say he didnt,CONSERVATIVE,NEUTRAL
its funny republicans would probably get along very well with biden hes old white been in the government for decades a selfadmitted capitalist wants manufacturing jobs to go back to america and clearly loves this country as evidenced by how much he proudly proclaimed it today,LIBERAL,POSITIVE
oatmeal brains,CONSERVATIVE,NEUTRAL
who are those idiots clapping including haris,CONSERVATIVE,NEUTRAL
all the news supporting the pres has the comments off this guy lied about everything has had four years in office and ruined everything was fighting the texas to secure the boarder and now is acting like he is for protecting it,CONSERVATIVE,NEGATIVE
inflation has gone down where mars,CONSERVATIVE,NEUTRAL
every time i see biden i hear circus music not exaggerating,CONSERVATIVE,NEGATIVE
a horrible state of the union address and an even worse response to it one of the cringiest night in american history,CONSERVATIVE,NEGATIVE
i see the trolls and censors are very active here,CONSERVATIVE,NEUTRAL
bidenlie only we have to way to remove biden is to old to be a president he looks like mummy,CONSERVATIVE,NEGATIVE
this man was a senator for 36 years and a vp for 8 yet he blames everything on trump he has done nothing for this country in 50 years nothing will change now,CONSERVATIVE,NEGATIVE
cant tell whose walking sticks these are,CONSERVATIVE,NEUTRAL
mr speaker the president of the united states 3644 actually starts at 4608,CONSERVATIVE,NEUTRAL
where are these 100k jobs with no college degree,CONSERVATIVE,NEUTRAL
typical yt is burying comments again,CONSERVATIVE,NEUTRAL
i see bidens writers are still using pieces from other presidents very nice very historical,CONSERVATIVE,POSITIVE
sorry guys im changing my vote to bidenhe can do the job and isnt divisive and as dishonest as trumpamerica needs to come together and that wont happen with trump plus no standing up to putin could be the one of our biggest ever mistakes and frankly no president of mine will not support ours allies against the murdering thug who like china and iran will do anything to damage america,CONSERVATIVE,POSITIVE
worst president ever and cabinet they should all be ashamed of themselves for destroying this country,CONSERVATIVE,NEGATIVE
this guy is quick to forgive china but has it out for putin kind of interesting considering china just killed millions of people across the globe,CONSERVATIVE,NEUTRAL
god they are so far removed from the people,LIBERAL,NEUTRAL
this man is just too old seriously he would not respond well any moment of pressure 11535,CONSERVATIVE,NEUTRAL
great speech a true leader who knows how to get things done winning,CONSERVATIVE,POSITIVE
fox will have a field day with this speech and a massive thank you to marjorie taylor green and all involved in honouring laken riley,CONSERVATIVE,POSITIVE
joe has an ear piece,CONSERVATIVE,NEUTRAL
he cant even get the name of a girl who was murdered because of him correct everyone that says they will still vote for him are a pathetic excuse of an american citizen,CONSERVATIVE,NEGATIVE
the worst president in us history giving his last state of the union address thank god trump,CONSERVATIVE,POSITIVE
so much for decorum marjorie taylor greene is an insult even to the republicans at this point mike johnson must be so pleased to be part of the same party good christian right she is a despicable human being i hope trump chooses her as his running mate it would be so appropriate,LIBERAL,NEGATIVE
i must be honest the demorats to be chanting 4 more yearsfor biden their mental state must be in question its unbelievable to think these demorats make decisions on behalf of america citizens god help you all pray god bless pres trump and the maga patriots and god bless israel in the mighty name of jesus christ amen and amen from safrica amen,CONSERVATIVE,NEGATIVE
not convinced the subtext was i have energy but the performance was that of a method actor the tone was angry bitter and accusatory the libs are terrified of trump,CONSERVATIVE,POSITIVE
actions speak louder than words as always they lie and promise without delivering look around you and youll know what the democratic party really wants mass illegal immigration to take jobs sew chaos having us welcome a policesurveillance state with open arms to be safe from the thousands of criminals hes all but rolled out a red carpet for they care nothing for americans,CONSERVATIVE,NEGATIVE
biden gets all his kick backs from ukraine so do many democrats,CONSERVATIVE,NEUTRAL
this guy is a legend he is 13 the age of the usa,CONSERVATIVE,POSITIVE
why are they applauding,CONSERVATIVE,NEUTRAL
irf millions of people from around the world and desdly drugs can make it easily through thr border this is not the time to ban assault weapons or the black market and gangs will have them imagine rhe outcome,CONSERVATIVE,NEUTRAL
time for a diaper change and an ice cream cone as promised,CONSERVATIVE,POSITIVE
im 20 minutes in and are asking myself who the tf voted for this idiot wo ever voted for this fn idiot should be ashamed,CONSERVATIVE,NEGATIVE
everyone hates these crooks yet there in office wow theres a few good ones,CONSERVATIVE,NEUTRAL
obama never underestimate joes ability to fck things up,CONSERVATIVE,NEUTRAL
i like how cnn disabled comments,CONSERVATIVE,POSITIVE
his mouth didnt match him actually talking correctly and it appears biden was ai generated because of his ability to speak as we all know is messed up most of the time his hands were also flat when he talked most of the time which is a sign of ai generated graphics i call the whole thing totally faked,CONSERVATIVE,NEGATIVE
what drugs do they give him that makes him angry and coherent,CONSERVATIVE,NEUTRAL
hes a piece of crap,CONSERVATIVE,NEGATIVE
biden spent the majority of his time yelling at the top of his voice admonishing others in an attempt to distract from the true state of the american union since he took over a speech with absolutely no substance by a president who is barely alive at this stage surely the us can do better than that he is an embarrassment,CONSERVATIVE,NEGATIVE
what a complete waste of time and tax payers money,CONSERVATIVE,NEGATIVE
he couldve concluded all these in one word asufutimaehaehfutbw but he didnt,CONSERVATIVE,NEUTRAL
he had to bring up jan 6 as americas darkest day what an idiot,CONSERVATIVE,NEGATIVE
but he didnt say her name he called her lincoln not laken,LIBERAL,NEUTRAL
angry old wannabe tyrant gaslighting and shouting down at everyone hes a jerk,LIBERAL,NEGATIVE
biden on target sincere nothing like his predecessor additionally britts repub rebuttal pure theatrics bored me after 10 minutes,CONSERVATIVE,POSITIVE
who careswhy are we covering this,CONSERVATIVE,NEUTRAL
how did they prop him up,CONSERVATIVE,NEUTRAL
all i seen tonight was biden telling us a bunch of lies that he has done so much for the country well he has he distroyed it he made us a laughing stock with the world,CONSERVATIVE,NEGATIVE
one of bidens best speecheshes winning reelection for sure now you cant love your country only when you winremember that republicans,LIBERAL,POSITIVE
hunters absence was the first highlight of the night hatred filled the room emanated from pitiful politicians usa was stepped on again with accommodations,CONSERVATIVE,NEUTRAL
it really does make you wonder like what the end game for these people where are they going to go,CONSERVATIVE,NEUTRAL
what a disgusting lying piece of crap he belongs in an institution not the white house worst president in history,CONSERVATIVE,NEGATIVE
gtb instead of gdp 14606 this is why our country is fed up,CONSERVATIVE,NEUTRAL
cartel biden is a national disgrace and global embarrassment fact,CONSERVATIVE,NEGATIVE
this wasnt a state of the union it was a state of confusion,CONSERVATIVE,NEGATIVE
proud of our president powerful speechi hope to see the changes he promotes when he is re elected,CONSERVATIVE,POSITIVE
we want a republic not a democracy,CONSERVATIVE,NEUTRAL
that table talk isnt gonna cut it youd been better off just showing proof of his lies one by one with facts or show his numbers vs trumps as far as border crossings i know weve all seen them but guess who hasnt this appeal to family values wont cut it against these demons know your enemy right obviously republicans still dont get it edit ugh not the empty chair technique,CONSERVATIVE,NEGATIVE
what a crock of lies and deception whats up with harris always standing up clapping and staring at the camera like a deer in headlights he has pulled the wool over a lot of peoples head as fellow americans suffer just a touch on this subject criminals can get and do whatever they want and banning something keeps the law abiding the prey he needs to walk away and give up on 24,CONSERVATIVE,NEGATIVE
interesting speech but the gops response had more substance,CONSERVATIVE,POSITIVE
hes the threat to our country,CONSERVATIVE,POSITIVE
joe biden is 100 full of bologna,CONSERVATIVE,NEGATIVE
look at this theyre all laughing shaking hands joking around this is serious solemn business how about acting like it im profoundly disgusted with our representatives what a circus of hypocritical clowns,CONSERVATIVE,NEGATIVE
this was the state of the gaslighting i cant believe he used this speech as a campaign speech ohwait this is sleepy joe the opportunist,CONSERVATIVE,NEGATIVE
cocaine is hell of a drug,OTHER,NEUTRAL
the longer we collectively put up with this treasonous dogshit the longer it will happen,CONSERVATIVE,NEGATIVE
hunter biden dont pay taxes,CONSERVATIVE,NEUTRAL
hey kamala clean up san francisco too many homeless on the streets make use of yourself,CONSERVATIVE,NEUTRAL
i am just now watching this i turned the volume all the way down and hit the speed button at the top just to watch the expressions it was quite comical i know from the past 3 years he told all lies then read some of the comments,CONSERVATIVE,NEUTRAL
that was not a state of the union speech it was a campaign speech his speech writers are horrendous,CONSERVATIVE,NEGATIVE
we might as well communism in our futureif he is reelected,CONSERVATIVE,NEGATIVE
what a show thx fox to keep comments open,CONSERVATIVE,POSITIVE
it very much seems the house is divided,CONSERVATIVE,NEUTRAL
train wreck,CONSERVATIVE,NEGATIVE
proud democrats of what sad sad very sad i have nothing to say about aging but this is from lie after lies of sin,LIBERAL,NEGATIVE
this guy is a complete demon,CONSERVATIVE,NEGATIVE
i was thinking he was going to walk up to the podium forget where he was and look around like grampa simpson and go which one of you is the mailman,CONSERVATIVE,POSITIVE
a state of union or a state of confusion,CONSERVATIVE,NEUTRAL
amazing how much joe and this government cares more about ukraine than our own countrys problems,CONSERVATIVE,NEUTRAL
i dont know why the speaker of the house was clapping he need to get some balls he needs to get all that information to adjudge and get this guy out of office he compiled enough information to proceed to put president joe biden in his place im talking about impeachment impeachment impeachment no more inquiryfire him persecute him put him in jail,CONSERVATIVE,NEGATIVE
the wrath of god is coming upon this nationbiden is godless,CONSERVATIVE,NEGATIVE
sorry laken died but so do thousands,CONSERVATIVE,NEUTRAL
old cronies cluband we pay for these guys to rip us offwhen are we the people who pay their wages going to wake up to the evil that has destroyed our country its so very sadthe entire world has gone madmay god and his magnificent son be with us all in these evil days come quickly lord jesus,CONSERVATIVE,NEGATIVE
the angriest political speech in my lifetime how could he start with ukraine he was well medicated and rambling couldnt get trump out of his mind without mentioning his name had no idea what is going on in the country,CONSERVATIVE,NEGATIVE
is this a state of the union address or a prom celebration could not tell the difference,CONSERVATIVE,NEUTRAL
inflation immigration economy omg everything going up all talks no action can we all just get along,CONSERVATIVE,NEUTRAL
lie after lie contradiction after contradiction this is a of s,CONSERVATIVE,NEGATIVE
united states is a dying empire just as rome and the empires that came after it,LIBERAL,NEUTRAL
so amphetamin can make speak even an old dement cheater liar mass murderer,CONSERVATIVE,NEUTRAL
fire joe he is the worst,CONSERVATIVE,NEGATIVE
i feel like its late on christmas eve and the kids are all wound but we have to hold it together while the elders get their brandy slushes and cackle and reminisce waiting for tomorrow mornings wonder and glory like christmas is coming but all the while being the adult now and knowing aghh its just work and more work pass the moth balls and the brandy slush its gonna be a long wait,OTHER,NEUTRAL
and these are the criminals from both sides deciding americas fate disgusting,CONSERVATIVE,NEGATIVE
biden is a dictator,CONSERVATIVE,NEGATIVE
hes high,CONSERVATIVE,NEUTRAL
i thought it was the most divisive state of the union i have ever seen for a guy that was going to bring the country together 3 years ago,LIBERAL,NEUTRAL
either you stand with us for democracy against russia or you admit that you are nothing but an enemy of the state i used to disagree with the right on simple things but now i feel they are nothing but puppets for the enemy i hope that i am proved wrong,CONSERVATIVE,POSITIVE
joe biden is so distant from america and especially all american citizens problems and needs its actually sad to see how low america has fallen with joe biden his democrat woke politicians administration government that dont even know what america needs are especially whats important to american citizens like the protection america and of israel,CONSERVATIVE,NEGATIVE
by youre doing you sick f putin is by far a better man and president than you sir whoever you are,CONSERVATIVE,NEGATIVE
i just came over to look at these people who forbid me buying bioshock in my country,OTHER,NEUTRAL
how are you going to compete with president joe biden with a wonderful state of the union like this doansl trump aka the crooked nepotic grifter with your 98 charges,LIBERAL,POSITIVE
israel has the right to defend herself,CONSERVATIVE,NEUTRAL
we picked bernie both times,LIBERAL,NEUTRAL
so happy i missed this what a joke,CONSERVATIVE,NEUTRAL
wow he killed it trump would have been lost the entire time,CONSERVATIVE,POSITIVE
the look on johnsons face shows the true state of our nation its sad that we have a president that cares about everyone but us,CONSERVATIVE,NEGATIVE
my goodness hes one angry elf,CONSERVATIVE,POSITIVE
woow kamala is actually real 4 more years of this guy would be an absolute disaster,CONSERVATIVE,POSITIVE
biden 2024 what a great speech mtg is a disgrace republicans under trump are doomed best part was when they cut to langford and he says its true on what would have occurred if the border deal passed trump supporters are delusional economy is booming america is rising and trump and his antidemocratic supporters and enablers will be defeated again democrats will keep the presidency expand their control in the senate and retake the house biden knocked it out of the park mike johnson told the house republicans to not act out they could not follow it and it was hilariously sad to see his face of disappointment and embarrassment biden baited them to act out and they took it he threw it back on to them dark brandon is activated trump is going to lose 2024 and will be convicted in 2025 and behind bars repealing roe v wade and pushing moderates away from the party is the killing blow to trumps hopes in the general election,OTHER,OTHER
one of the worst state of the union speeches ever it was full of lies and hate,LIBERAL,NEGATIVE
that sad shell of what was possibly human at some point in time couldnt tie his shoes unless they where children hair flavored ice cream cones and people think he runs america bahaha the war is comming be ready the people arent gonna stand for this for much longer god bless america,CONSERVATIVE,NEGATIVE
when he was 29 the senate leader who was a white supremest liked joe and let him into the senate early back in those days joe talked about the jungles that senate leader left his desk to joe and joe never marched with mlk he lies,CONSERVATIVE,NEUTRAL
biden threatened the woman in the supreme court biden spoke something very dangerous,CONSERVATIVE,POSITIVE
im 62 and have heard quite a few state of the union address speeches tonight i heard literally one lie right after another despicable disgraceful sickening are a few words coming to mind,CONSERVATIVE,NEGATIVE
the unpatriotic americans on fox spin news are furious that president biden proved that he has the mind of a very healthy 18 years young man,LIBERAL,POSITIVE
i cant listen to him for more than a few seconds the amount of lies and corruption he has perpetrated and perpetuated throughout our country is all i think about when i hear him it makes me rise to 100 on the inside with all of my heart and soul i hate this man for what he has done is treasonous and evil the propaganda the mishandling and free will with our tax dollars looking at his watch during a salute repeatedly at every salute to the dead and the list is endless he deserves to be charged with treason 100 times over and everyone who has allowed his masters to corrupt them as well,CONSERVATIVE,NEGATIVE
watched to see if he would make it no other reason its all rhetoric,CONSERVATIVE,NEUTRAL
liars will be liars pig will stand with pigs and pigs are better than the government,CONSERVATIVE,NEUTRAL
creep,OTHER,NEGATIVE
how about the safety of our boarders fzjb and his administration,CONSERVATIVE,NEUTRAL
why did they choose that fake drama queen to do the rebuttal,CONSERVATIVE,NEUTRAL
this is nothing more than a freak show sad thing is sleepy joe believes his lies he is one of the most pathetic presidents ever weak soggy wet backbone our economy is not the envy of the world what is he snorting,CONSERVATIVE,NEGATIVE
enough of feeding us your dung biden sandwiches if you want to hear true common sense and a real state of the union speech search for the rebuttal from senator katie britt al,CONSERVATIVE,NEGATIVE
we all know biden is the puppet obama is actually calling the shots,CONSERVATIVE,NEUTRAL
omg he just pulled the same crap he tried to pull with student loan forgiveness even nancy p said he couldnt do that but all the dems cheered,CONSERVATIVE,NEGATIVE
how do you know when biden is lying when his mouth is moving lol he mentioned how out of control the border crisis is but yet its fault lol what a clown,CONSERVATIVE,NEGATIVE
what a tool,CONSERVATIVE,NEUTRAL
id rather watch the horribly not funny extremely political woke snl,CONSERVATIVE,NEUTRAL
with all the ego stroking there the janitors must be ticked off cleaning up after all that joe is so full of it and harris sounds like the booger sugar is starting to get to her sinuses,CONSERVATIVE,NEGATIVE
so sad this is the best they can do we the people want to see a debate,LIBERAL,POSITIVE
im voting trump but this woman was serving some serious alyssa milano sans arms of the angel background music,CONSERVATIVE,POSITIVE
look at all these swamplings in one room 4 more years lmao geez,CONSERVATIVE,NEUTRAL
he is not a liartrump is a liar,LIBERAL,NEUTRAL
he has some redbull and double shot camala,CONSERVATIVE,POSITIVE
hes a clone,CONSERVATIVE,NEUTRAL
back off trump fans theyre gonna be war watch yourself,CONSERVATIVE,NEUTRAL
what is he talking about this is not even reality im pretty sure he is not real,CONSERVATIVE,NEUTRAL
jb oh oh i crapped my pants democrats stand up and applause and cheer and call him brilliant,CONSERVATIVE,POSITIVE
i was waiting for him to yell get off my lawn he was so angry and divisive it was actually sad,CONSERVATIVE,NEGATIVE
this was so rough to watch,CONSERVATIVE,NEUTRAL
joe has a proven career in working for america his time is spent doing his job rather than pandering for the cameras,CONSERVATIVE,POSITIVE
hannity is trying his best to spin everything even though speaker mike johnson was clapping regarding putinukraine,CONSERVATIVE,NEUTRAL
amy couldnt decide whether to laugh or cry or look angry she needs to stop trying to imitate biden and just be real these are the reasons bidens get away with everything somebody has to be real we need trump back we need genuine people in office,CONSERVATIVE,NEGATIVE
bumble ramble blame others lie gaslight gatekeepers gaffe stumble what a twat,CONSERVATIVE,NEGATIVE
cnn turned their comments off edit i just realized everyone did seconds after i commented let the people speak,CONSERVATIVE,NEUTRAL
i wonder how much they had to pay these people to pretend that they like this evildoer,CONSERVATIVE,NEGATIVE
hunter must have contacted every dealer he knows to get brandon that hopped up,CONSERVATIVE,NEUTRAL
have tried over a dozen news sites no joe biden just motor mouths talking about it i would like to actually hear biden himself speaking,CONSERVATIVE,NEUTRAL
history is watching the threat to democracy must be defended hmmm,LIBERAL,NEUTRAL
delusional and embarrassing,CONSERVATIVE,NEGATIVE
so many disgusting people in this place,LIBERAL,NEGATIVE
mark levin should have given rebuttal pick apart jbs lies piece by piece,CONSERVATIVE,POSITIVE
brought to you by adderall,OTHER,NEUTRAL
a performance of total political correctness a show of absolute mediocracy,CONSERVATIVE,NEUTRAL
why are you clapping,CONSERVATIVE,NEUTRAL
comedy show i see everybody is laughing,CONSERVATIVE,POSITIVE
so we gonna keep allowing this windbag to lie and rob us,CONSERVATIVE,NEGATIVE
joe is a grouchy old senile man who has so many puppet strings pulling him in ten different directions hes so tangled he will say and promise anything to bribe a vote from any race gender or age group joe has got to go,CONSERVATIVE,NEGATIVE
biden wasnt elected he was installed like a toilet,CONSERVATIVE,NEUTRAL
hunter to dad before the speech here dad sniff this and away we goooooooooooooooooo,CONSERVATIVE,NEUTRAL
i dont understand all the cheering and support for another 4 years he is not capable,CONSERVATIVE,NEUTRAL
he is a great president in the world better than trump trump is a loser go biden,LIBERAL,POSITIVE
biden is the greatest republican president of my lifetime,OTHER,POSITIVE
what a joke lies and bs,CONSERVATIVE,NEGATIVE
what a load of crap trump 2024,CONSERVATIVE,NEGATIVE
biden is doing the work of satan and revels in it this is what we get by having career politicians who camp out in dc for decades and become so out of touch fjb britt is right on 100,CONSERVATIVE,NEGATIVE
don the con cant run a country from prison biden harris 2024,CONSERVATIVE,POSITIVE
this is comical man wow,LIBERAL,POSITIVE
look at all those criminals,CONSERVATIVE,NEGATIVE
why wasnt president biden wearing his wedding ring,CONSERVATIVE,NEUTRAL
like a bunch of wulfs all bunch of criminals,CONSERVATIVE,NEGATIVE
follow the yellow brick road,OTHER,NEUTRAL
one of the worst state of the union speeches ever it was full of lies and hate 405,CONSERVATIVE,NEGATIVE
both sides are bought and paid for by corporate american wake up american,LIBERAL,NEUTRAL
lol this is the first link to the sotu that allows comments that ive seen wonder why,CONSERVATIVE,POSITIVE
crap i need another garbage can to puke in because this one is full,CONSERVATIVE,NEGATIVE
she seems to superficial they should have chosen someone else who has a better rapport across the board to give the response,CONSERVATIVE,NEUTRAL
hes full of s keep selling us out brandon,CONSERVATIVE,NEGATIVE
ok this chick sounds looney or high af this was the best rebuttal we could get,CONSERVATIVE,NEUTRAL
britt is a little too dramatic in her speech,CONSERVATIVE,NEUTRAL
biden should consider running for president of ukraine since he likes them so much,CONSERVATIVE,NEUTRAL
does anyone believe this nonsense,CONSERVATIVE,NEUTRAL
the demon has entered how many adrenaline shots did they need to give him this time,CONSERVATIVE,NEGATIVE
president biden delivered a powerful and inspirational speech hes done so much for america and he will continue hes honest and a truly kind human we need 4 more years,LIBERAL,POSITIVE
did anybody check to make sure that wasnt a masked lone ranger,CONSERVATIVE,NEUTRAL
sleepy the mastermind just went dark brandon on darth mango,CONSERVATIVE,NEUTRAL
holy moly who was he yelling at they had him so full of drugs it was sad and pathetic you knew he was going to lie about everything record economy blaming repubs for the border just a disgrace like he has been,CONSERVATIVE,NEGATIVE
look at all these asskissers,CONSERVATIVE,NEUTRAL
impressive state of the union biden 2024,LIBERAL,POSITIVE
this is by far the best biden looked and sounded and made trump and the maga look like idiots especially mtg,LIBERAL,POSITIVE
i came to the fox news channel to hear a lot of comments probably mostly negative im surprised they are so few either way even as an independent i must admit that was a pretty good speech,LIBERAL,POSITIVE
