comment,stance_llama_8b,sentiment_llama_8b
worse state of the union dementia joe stuttered screamed mad and yelled lies his med were wearing off,CONSERVATIVE,NEGATIVE
go joe he gave a great state of the union even shot back at some cat calls from the other side sharp as a tack politically savvy and knowledgeable about world politics it is said history is a riderless horse and we need joe biden in the saddle at this moment in time,LIBERAL,POSITIVE
great speech,LIBERAL,POSITIVE
4 more years 4 more years in love and unity to all with the blessings from god,LIBERAL,POSITIVE
great speech joe you just showed us wisdom leadership vision comes with age and you age welltrumpty dumpty putins puppy does not possess anywhere close to your abilityall he talks about is whiney puney things like himself and how he was cheated e even though he is the cheating psychopathvote vote vote or we will allow a moronic wannabe dictator run our country to the groundbiden is hope respect positive goals trump is fear hate intimidation and darkness,LIBERAL,POSITIVE
its js mind blowing how the ppl in the comments js willingly suport for him,LIBERAL,NEUTRAL
love you grandpa joe a realistic experienced good ole timer kick as leader thanks grandpa your working more than the republicans ever will,LIBERAL,POSITIVE
what a positive delivery so many facts and amazing accomplishments of president biden the republicans were so stone faced on basic human rights how can republicans live with themselves when they are selfinterested and dont care about the american people they were elected to serve their constituents yet it seems like they only want to serve themselves i have seen multiple posts and videos where republicans now limited to trump as the republican nominee say that they will vote for joe biden i am totally fine with that,LIBERAL,POSITIVE
1934 she really has a trump 2020 hat the year trump lost,CONSERVATIVE,NEUTRAL
biden held the line and more,LIBERAL,POSITIVE
thats literally the most noise ive ever seen in the house hahahaha,CONSERVATIVE,POSITIVE
beautiful speech joe you are my president commander in cheif and americas president thank you for focusing on uniting us,LIBERAL,POSITIVE
thank god for mtg shes single handedly will cost republicans elections as long as shes on a camera somewhere,LIBERAL,POSITIVE
starts at 1715,OTHER,NEUTRAL
why are all the republican men shewing gum are they all that nervous when they are not even the ones doing the speech,LIBERAL,POSITIVE
i hate joe biden more now then before this,CONSERVATIVE,NEGATIVE
lol trump is such a burned out old broken record with nothing good to offer but his fallout,LIBERAL,NEGATIVE
great job biden republican lady responded with a plea that was well rehearsed quite an act almost phoney should be nominated for her great acting skills couldnt take her to seriously,LIBERAL,POSITIVE
he was very strong its so simple in a way we vote for a man that is so mentally disturbed and negative preying on our fears and ignorance that some people have and refuse to see it for what it is disturbing and sad,LIBERAL,NEUTRAL
yeah joe biden has zero cognitive decline compare this speech to any speech of trumps in the last year trump is losing it due to his drug abuse,LIBERAL,POSITIVE
dark brandon in the house,LIBERAL,POSITIVE
wow he knocked it out of the ballpark you go mr president,LIBERAL,POSITIVE
oh magot marg in full dress,LIBERAL,NEUTRAL
this is bad luck for american people both parties have no young and energetic politicians and presidential candidate this is time for now to reform or reorganize the american democracy and political culture,LIBERAL,NEUTRAL
bidens lies need to be called out never heard so many in a sotus what a decrepit old fool the performing seals aka radical libs hanging on to every lie and plagiarized line,CONSERVATIVE,NEGATIVE
amazing to see a hopeful empowering optimistic freedom filled future literally all that trump talks about is what we cant do who cant do it and why he is a pathetic shoepeddling broke fraud he only represents hate and spews nonsense to take advantage of the ignorant trump supporters need to wake up youre in a cult kiddos,OTHER,NEGATIVE
1537 waiting for beetlejuice to show up,OTHER,NEUTRAL
im a right leaning american and that is the joe biden ive needed to hear for as long as i can remember,LIBERAL,POSITIVE
initial impression a great many male members of the gop legislature enjoy a good big wad of double bubble it struck me as resembling cattle chewing cud while wandering around on a sunny day in the midwest or texas i was taught from a young age that chewing gum was a sign of poor manners however i stopped this thought when i remembered that supporters of the orange jesus also seem not to care about lying theft conspiracy to support and encourage sedition tax evasion corrupt business practices bigotry hatemongering anti semitism holocaust denial cheating etc then i said to myself well gumchewing at a state of the union address was a very petty complaint so perhaps an effort could be made to pass a new constitutional law that guarantees that every american has the right to chew gum this might solve americas troubles with their gun laws we already know that gop supporters of the orange jesus cannot chew gum and walk at the same time imagine the trouble theyd have loading aiming and shooting a gun while knawing on wriglies gum every american has the right to bear gum,OTHER,OTHER
the senator that represented the republicans at the close of president bidens speech from her home in alabama was definitely not listening the republicans need to wake up,LIBERAL,NEUTRAL
i just dont feel patriotic when he speaks i dont feel fired up and inspired the way i did with obama with bush proud i cant do another 4 years with this man,LIBERAL,NEGATIVE
well done joe the world needs you to ensure the demented despot does not destroy usa democracy,LIBERAL,POSITIVE
four more years mr president biden we are americans love you sir,LIBERAL,POSITIVE
a complete crock of bs,CONSERVATIVE,NEGATIVE
speaking truth to power biden 4 more years katie brit t is so so sick and lame,LIBERAL,POSITIVE
comes the hour comes the man as an aussie in melbourne i can breathe a little easier i have been watching us politics for years and i am so happy that sane america has a voice to proud of trump that trump,OTHER,POSITIVE
no one is wearing a mask,OTHER,NEUTRAL
where is clarence thomas on a freebie trip,CONSERVATIVE,NEUTRAL
so many provable lies yet msnbc doesnt fact check any of it fjb,CONSERVATIVE,NEUTRAL
if any one had a doubt about btwn biden or trump is sure you will vote biden love you sr looooveeee youuuuuuuuuuuuu amen its clear who will and still be our presidency biden wwooooowwoooooooo,LIBERAL,POSITIVE
talking about woke joey b woke up and whipped azz,CONSERVATIVE,POSITIVE
watching the republican senator during the state of union how can you be so hypocrite and look at your self as caring gor the country while suppressing every bills and amendments,LIBERAL,NEUTRAL
doesnt seem very sleepy to me and he speaks in full sentences unlike someone else we all know,CONSERVATIVE,POSITIVE
if this is what america looks forward to we are finished,CONSERVATIVE,NEGATIVE
georgia needs to do better large marge has done nothing her entire time in congress vote her out,CONSERVATIVE,NEUTRAL
if i could i would fire mike johnson a trump stooge mike johson has no backbone at all he is a coward under a traitor trump he is basically selling this country and the people i still want a constitution still,LIBERAL,NEGATIVE
look at the snit eating grin on johnsons face the hypocrite he knows what the truth is about jan 6they all do,LIBERAL,NEGATIVE
612 that racist making sure hes only surrounded by white people,LIBERAL,NEGATIVE
you cant love your country only when you win,LIBERAL,POSITIVE
that folks is what a president is supposed to sound like hope not the other guy whose always down on everything and everyone and is always trying to frighten these poor people that look up to him for leadership,LIBERAL,POSITIVE
did he or did he not discipline the so called supreme court,LIBERAL,NEUTRAL
fantastic speak president biden,LIBERAL,POSITIVE
without a doubt if republicans get the oval office back freedom of religion will be next they will dictate what religion people must believe and bend their knees to and when to go to church,CONSERVATIVE,POSITIVE
katie britt seriously i worry about about my children and grandchildren if djt the criminal gets back into office yall need to read about having an authoritarian dictator in office,LIBERAL,NEUTRAL
looking the baby green hause she is coming like baby wime the baby baron mmmmmmmmmgrren baby crazy i want i want,OTHER,NEUTRAL
trump lost his court case here in the uk today we wont put up with this fool,LIBERAL,NEGATIVE
joe biden is great he single handedly ended metoo with the help of tr,LIBERAL,POSITIVE
we are in deep trouble it was difficult not to notice his mental decline compare this speech to those just a few years ago the rest of the dems are all in on biden its going to be your fault when trump is reelected stubbornness and hubris are going to give the country four more years of djt,CONSERVATIVE,NEGATIVE
great job i wish everyone had the opportunity to see this speech compare this to trump s speeches,LIBERAL,POSITIVE
great speach if the american people cant realize this is the man who has their best interests in mind instead of his own interests like the other guy then they are doomed wish i could vote for him but i dont live in the us,LIBERAL,POSITIVE
strong speech better than anticipated,LIBERAL,POSITIVE
linkin riley how many other people have been killed by illegals not a joke fjoeb,CONSERVATIVE,NEGATIVE
4 more years,LIBERAL,POSITIVE
that was a great speech joe is awesome it was so fun to watch johnson squirm go joe,LIBERAL,POSITIVE
stupid and pathetic looking award goes to marjorie taylor greene,LIBERAL,NEGATIVE
how is any of this a pledge to the next four years its just rhetoric to ensure more empty promises our votes dont matter anyway why bother wasting your time to keep us quiet,LIBERAL,NEUTRAL
yes absolutely trump failed to care and show care during the covid pandemic disgusting indeed,LIBERAL,POSITIVE
four more years of what,CONSERVATIVE,NEUTRAL
would you vote for biden the experienced work horse or golfer trump,LIBERAL,NEUTRAL
joe biden is the biggest hypocrite in america,CONSERVATIVE,NEGATIVE
mike johnson kept nodding his head in agreementhis days could be numberedwell at least you have to give him marks for being appreciative of a great intellectual speech,LIBERAL,POSITIVE
joe has a 31 approval rating hes not getting a second term lol,CONSERVATIVE,NEGATIVE
millionaires that dont represent americans smh,LIBERAL,NEUTRAL
1 joe bidens old experienc 2 do what i said dont do what i did 3 look what i can do for you all 4 joe biden people of ukraine are not for you to murder even if they say is ok 5 because youre old and being there so long therefore you think you can fool all us 6 you have some little better idea 7 you say all these things to get us in but in reality if you are lucky it dont matter anymorep,LIBERAL,NEUTRAL
what a stark difference the calm assured voice of biden as opposed to the finger nails on a chalk board voice of trump,LIBERAL,POSITIVE
half the room is crawling with fascists the gop hates this country and wants nothing more than to destroy it,LIBERAL,NEGATIVE
why does he keep lying about the borderhe could shut it down immediately,CONSERVATIVE,NEUTRAL
eat that crow johnson eat it roffllllll,LIBERAL,NEUTRAL
the repubs response was crammed with lies it was so upsetting to listen to where has this woman been yes i am better off now than i was 3 years ago plus i am safer now with biden in office by the way ivf is supported by the dems this gal did not understand that why she acted like the republicans invented it the future with biden is bright,LIBERAL,POSITIVE
four more years of joe biden intelligence experience wisdom plans for americans not for himself joe biden is the president who will ensure we have a democracy on jan 20 2029 thank you pres joe biden,LIBERAL,POSITIVE
we have to get to the polls and vote we have to make sure bidens vision for america is the one we get dont take anything for granted get out and vote and take friends with you its your job as an american to defend freedom and democracy,LIBERAL,POSITIVE
joe biden talked about the economy and everything concerning americas that orange fool talked about himself,LIBERAL,POSITIVE
you cant convince me that blue and red arent cults,CONSERVATIVE,NEUTRAL
what a speech i think we all forgot what eloquence compassion and intelligence sounded like for a minute can you imagine what trump would have addressed the nation with me me me me me me,LIBERAL,POSITIVE
republicans magats are gonna get smashed,LIBERAL,POSITIVE
trump is a traitor so get use to it patrick,LIBERAL,NEGATIVE
a very powerful eloquent coherent intelligent honest speech from a cultured leader who respects everyone without mocking anyone without excluding or denigrating minorities,LIBERAL,POSITIVE
im not a neurologist but im fairly certain that someone with dementia wouldnt be able to deliver a speech like that to get an example of a speech by someone that actually has it just watch literally any speech that donald trump ever gives,CONSERVATIVE,NEGATIVE
its sickening watching republicans not standing in ovation at bidens remarks against putin and russia sickening,LIBERAL,NEGATIVE
vote blue the whole ticket keep this country running strong on democratic values thank you president biden,LIBERAL,POSITIVE
four more years,CONSERVATIVE,POSITIVE
the maga supreme court was left with egg rotten on there faces lmbao patrick,LIBERAL,POSITIVE
mike johnson has become the embodiment of in my heart of hearts i know i am on the wrong side of history but must double down on my hypocrisy to save face,LIBERAL,NEUTRAL
joe biden slurred his speech a record 113 times,CONSERVATIVE,NEUTRAL
the border is top on the list right now biden called them illegals,CONSERVATIVE,NEUTRAL
as part native american ive been taught that the united states is indigenous land more than british land,OTHER,NEUTRAL
where are the 85000 children missing looking for asylum,OTHER,NEUTRAL
long live america bravo president joe biden i love his speech at the state of the union as american lebanese i am also proud of what he said about helping gaza s refugees and for 2 states palestine and israel living side by side in peace dignity and security for all god bless all goodwills intentions and pope francis prayers intentions for the worlds peace,LIBERAL,POSITIVE
stuttering and stammering confused about what hes saying as usual promoting the lefty liberal democratic agenda and doing everything in his power to denounce the right conservative republican agenda joe biden and the liberal left democrats are nothing but dividers losing a lot and promoting the gains of a little is not a win im so sick and tired of hearing about the threats to our democracy we dont live in a democracy we live in a constitutional republic keeps promoting american jobs while flooding our country with illegal invaders most senile president and corrupt administration ever just my thoughts,CONSERVATIVE,NEGATIVE
whats chanfu the republican hate like baby 5 years old,LIBERAL,NEUTRAL
best state of the union,LIBERAL,POSITIVE
that republican response was so annoying to listen to i thought she was going to burst into tears throughout her speech,LIBERAL,NEGATIVE
4357 loved his dig on the repubs that didnt support the infrastructure bill,LIBERAL,POSITIVE
thank you president biden you are the anchor leader decent and kind human being that we american are proud that you are our president god bless you and the united state of america 4 more years,LIBERAL,POSITIVE
what a great speech listened to a few minutes of the rebuttal sister mentioned how any woman in the country could let the men in their lives write pass and vote for policies that are so extremely prejudicial to women and the lyrics of southern man started in my head so i told echo to play it didnt help my mood on a high after joe but she condescended me right out of it into anger about what passes for a decent human in some parts of this country some christian parts of the country where bible verses adorn the public school walls yet rainbows are banned,LIBERAL,POSITIVE
biden is an inspiration sharp mind and words unlike the orange crybaby who is a mumbling disgruntled fool about to be penniless for his crimes,LIBERAL,POSITIVE
so proud of president biden he gave a dynamic and inspiring speech,LIBERAL,POSITIVE
mtg is pure unadulterated trash,LIBERAL,NEGATIVE
lol he should be in handcuffs but he gets a pass because hes too old right,CONSERVATIVE,NEGATIVE
watching republican response right now utterly cringeworthy and lacking in facts total drama what garbage,LIBERAL,NEGATIVE
thank you president biden,LIBERAL,POSITIVE
the president delivered a strong to the point kept it real speech tonight he put those who question his leadership cause of age in shame tonight bravo mr president i will be proud as a reagan republican to vote for president biden once again,LIBERAL,POSITIVE
president joe biden slayed it and then somea great president for all americans patrick,LIBERAL,POSITIVE
whats the deal with the republican response to the sotu address by senator katie britt shes super religious ridiculously overthetop dramatic and pretending to fight tears while clearly and badly reading lines shes a slightly more upscale boebert i am not saying this for snark but shes coming across as a high schooler trying out for a school play conservatives should have done better im embarrassed for them,LIBERAL,NEUTRAL
watching not at all impressed with mike johnson he has failed and not leading at all he is not working for the people discussed,LIBERAL,NEGATIVE
people are telling me nobodys going to go to heaven heres what god and the son of god said you must be born of the water for the remission of sins repenting you must go to the wilderness like the son of god did you must receive his spirit keep the commandments and keep my new commandment blessed is he that believes on me that is never seen me the great god almighty said blessed is he that keeps my commandments you cannot seek the son of god or god with the congregata they are the hypocrites in the antichrist church theyre the ones that hung the son of god on the cross and became antichrist the son of god church is not of this world and his kingdom is not of this world the saints do not congregate they live together and keep every day holy,OTHER,OTHER
i found the liberals every comment here mus the payed to comment this stuff yall are really glad to be spending so much jus to live id rather better economy than sending 180 billion to a country but saying we didnt have 8 billion to protect the us come and cry to me i laugh at you guys yall are crazy theres a reason people arent buying houses and stuff shts too expensive,CONSERVATIVE,NEUTRAL
bidens state of the union address forget what you are experiencing the economy is doing great forget that everything costs more and your us dollar is worth less today than it was when trump was president bidenomics is the greatest achievement in us history forget that i could all but end the fentanyl crisis in the usa in a single day by closing the border with an executive order i dont want to do that because democrats need to import democrat voters so my fentanyl plan is the same democrat plan for everything toss us tax dollars at it i ended the pandemic and only i could have done it forget that the vaccine was created under trump and because of that the lock downs were able to be lifted and people could go back to work im taking full credit for all those people going back to work in fact im counting those jobs they went back to a jobs that i created folks if you reelect me i will continue to raise the national debt buy votes with us tax dollars weaken the usa do nothing while wwiii draws closer because of weak us leadership and i will lower the value of the us dollar so much it will no longer be the worlds reserve currency,OTHER,OTHER
thank you mr president for a great speech that boldens american,LIBERAL,POSITIVE
there is no reason that the other party should be allowed to come on a say the exact opposite of what the president says,LIBERAL,NEUTRAL
watching katie britt deliver the gop response makes me believe she failed drama class,LIBERAL,POSITIVE
watch the republican response people it is absolutely laughable,LIBERAL,NEUTRAL
biden is leadertrump just a sorry lose,LIBERAL,NEUTRAL
every person in that room should have been on their feet cheering for the advances this country has made but no those who remained seated are the same who voted no for all these awesome projects and funds yet they take credit for them back in their districts theyre such frauds and arent working for americans theyre working for the money including russian money wake up republicans your party is hit,LIBERAL,NEGATIVE
it looks like the guy in the back is shaking his head no i have to say the president is getting slow but his knowledge is at his best,LIBERAL,NEUTRAL
katie your fake despair is so evident what a bunch of bs and hipcoricy,CONSERVATIVE,NEUTRAL
decency has no skin color,LIBERAL,POSITIVE
nato and america destroyed humanity in this world,OTHER,NEUTRAL
we dont hear that democrat talking point any more the one that went no one is above the law hard to say that while you are allowing 78 million illegal aliens break the laws of the usa,CONSERVATIVE,NEUTRAL
why you guys giving her time to talk and lie that much,CONSERVATIVE,NEUTRAL
wonderful funny to see supreme court show there faces after what they did to us woman,LIBERAL,POSITIVE
yes we the people need to enable biden to continue on his path to improve our nation as a democracy,LIBERAL,POSITIVE
president joe biden was brilliant with his address to the world for an 80 years old politican he is simply the best i have seen and heard although he still can pack the supreme court and stopped saying that america has a soul thats blasphemy,LIBERAL,POSITIVE
just tuned in will boebert and greene reassure us of what text book living ooze they are with outbursts,LIBERAL,NEUTRAL
our president joe biden gave the american people an outstanding speech of hope unity kindness democracy compassion love for one another the constitution over party how the country is thriving with all the work his administration is doing in partnership with the democratic party holding its ground working for every day americans that will continue for another four years he has my vote,LIBERAL,POSITIVE
america needs potus like joe biden to make it great again there should be more potus like him making america great again that has already been very great since its inception,LIBERAL,POSITIVE
this was so good i also kicked some zombie cult maggots in chat lol,LIBERAL,POSITIVE
nice hat marjorie what a total loser,LIBERAL,NEUTRAL
what is george santos doing anywhere near the capitol,LIBERAL,NEUTRAL
the gop response is so dark and out of touch what dummies,LIBERAL,NEGATIVE
president bidenyou did an outstanding jobspeech was real authentic and trump could never speak as long as you did with focuswith factswith integrity with empathywith intentionhe could never,LIBERAL,POSITIVE
what is britt talking about,OTHER,NEUTRAL
my mood is definitely mike johnson this president has been a disaster good riddance in 2024 dems,CONSERVATIVE,NEGATIVE
so if he gets reelectedwe have to sit around for another 4 yearswhile things deteriorate for a speech like this,CONSERVATIVE,NEUTRAL
what a twisted broken world we live in what a comical theatrical performance by everyone involved everyone is in a role in the movie but in this case its real life god help us all,OTHER,NEUTRAL
okay joe crushed it he took it straight to trump and the republicans,LIBERAL,POSITIVE
pray for our leadership,CONSERVATIVE,NEUTRAL
what was that guy shouting about,OTHER,NEUTRAL
mike johnson scornful sitting in the back like a bobble head,LIBERAL,NEUTRAL
the elephant in the room aka 2 face johnson,OTHER,NEUTRAL
great speech so proud a man of good character lets vote,LIBERAL,POSITIVE
that was a real president speaking tonight god bless,CONSERVATIVE,POSITIVE
fantastic state of the union speech president biden 4 more years,LIBERAL,POSITIVE
go trump 2024 all asians for trump 2024 all asians for trump 2024 all asians for trump 2024 all asians for trump 2024all asians for trump 2024,CONSERVATIVE,POSITIVE
not bad for an old bloke i hope im that sharp at his age well done joe,LIBERAL,POSITIVE
imagine being able to get a raise without ever being held accountable and being part of a workforce while you benefit yourself and control the public,LIBERAL,NEUTRAL
51000 views less than 10 of msnbc channel subscribers even watched let alone the other 330000000 million people in the us tucker carlson gets 10x more views an any post on x than the president of the us gets for a state of the union address unbelievable,LIBERAL,NEUTRAL
biden crushed it job well done,LIBERAL,POSITIVE
this is what a great leader a true american president looks like thank you president bidenhe is a decent honorable educated experienced caring man someone that projects love and unity not hate and diversity like the one that goes from rally to rally talking just about himself and promoting social violence and hate among anyone that doesnt agree with his cult,LIBERAL,POSITIVE
great speech,LIBERAL,POSITIVE
a true man of perdition,LIBERAL,NEGATIVE
proud of this president,LIBERAL,POSITIVE
enough with the ageism,LIBERAL,POSITIVE
what a phatetic speech,CONSERVATIVE,NEUTRAL
msnbc you lost me from your broadcast with the fake speaking alabama senator actress got to out of touch he has move past more knowledge than she will ever know democracy will prevail,OTHER,POSITIVE
great speech great job great outlook for the future mr president,LIBERAL,POSITIVE
that was a good speech no major gaffs and a lot of passion,LIBERAL,POSITIVE
this may be the last time i listen to hallie jackson couldnt say a positive word if god slapped her go on and dis people your turn is coming,LIBERAL,NEUTRAL
is this a snl skit,LIBERAL,NEUTRAL
its so funny to hear the magas say our president was inappropriate with his words about his predecessor are you kidding,LIBERAL,POSITIVE
i cant wait till trumps revenge,CONSERVATIVE,NEUTRAL
kavanaughs face was like a little boy that broke a lamp,LIBERAL,POSITIVE
lawyers are all good at talking bull,CONSERVATIVE,NEUTRAL
kamala needs to sit her goofyass down sit down or stand up pick one,CONSERVATIVE,NEUTRAL
ninth inning bases loaded biden up the score is tied 32 count and biden knocks it out of the park grand slammer for the democratic team way to go joe,LIBERAL,POSITIVE
omgthank you president biden for actually governing for all the peopleexcellent sotu btw,LIBERAL,POSITIVE
joe biden rambled on for 77 minutes,LIBERAL,NEUTRAL
where are the fact checkers for this piece of garbage biden has been terrible for our country why are you media covering for him oh because you are funded to do so got it terrible,CONSERVATIVE,NEGATIVE
this is the worst president and administration in history bar none,LIBERAL,NEGATIVE
amazing he delivered trump can only ramble,LIBERAL,POSITIVE
the gop response person shows a very painful look on her face,LIBERAL,POSITIVE
gop hypocrisy vote for border deal,LIBERAL,NEUTRAL
there is no one more capable or qualified to be president than joe biden no one,LIBERAL,POSITIVE
little has he done in the middle east,CONSERVATIVE,NEUTRAL
americans have forgotten how we started this democracy they came here to leave repression famineand war most of us have never experienced what will you do when putin is bombing at the door,LIBERAL,POSITIVE
uncle joe still knows how to work a room he wasnt my first choice in 2020 but hes getting my vote in november,LIBERAL,POSITIVE
if they have as much as one drop indigenous peoples blood they they ate not illegal period,LIBERAL,NEUTRAL
trump train incoming no one will stop it,CONSERVATIVE,POSITIVE
four more years bidenharris 2024,LIBERAL,POSITIVE
2024 state of the union adress by president joe biden was excellent,LIBERAL,POSITIVE
pure perfection biden rocks sotu was sublime,LIBERAL,POSITIVE
marjie pargie in that red hat and no brain,OTHER,NEUTRAL
mr president youre still looking awesome bless him jesus,LIBERAL,POSITIVE
the word is the old politition with political skills he got into politics when he was too young 29 now age has its glory awesome speech,LIBERAL,POSITIVE
trickle down economics has not worked for our society and joe biden is changing that paradigm for all of us,LIBERAL,POSITIVE
god bless america and god bless and protect joe biden im so proud to be an american once again thank you president biden for talking about all you have accomplished as president the list is long and impressive you have the energy and the heart of a much younger man here is to helping you meet all the life saving goals you have set dont ever let the trumps or abbotts get in your way they are paid by millionaires for their votes and favors much like a common prostitute their interests are self serving only enough of them and no more,LIBERAL,POSITIVE
yes a man of the people compassion experience loved by the majority and when it counts he is there and delivers yep and can hit back,LIBERAL,POSITIVE
i love my president joe biden and i support him 100 for 4 more years go joe,LIBERAL,POSITIVE
powerful speech by old joe as little maga wimp johnson sat there like a brown stain on trumps diaper btw the after rebuttal shes a maga evangelical cult airhead,LIBERAL,NEGATIVE
speaking of shrinkflation i just discovered that the laundry detergent bottle is also not that fullthis is ridiculous,LIBERAL,NEUTRAL
awesome speech ridin with biden,LIBERAL,POSITIVE
great speech biden ive never heard trump be as motivating as joe,LIBERAL,POSITIVE
bots are at full throttle trying to manipulate reality sane people see through it you wont convince us this husk of a man is still with it upstairs,LIBERAL,NEGATIVE
why the people are applauding all the time like in north korea,CONSERVATIVE,NEUTRAL
great speech go joe,LIBERAL,POSITIVE
hes really hitting everything so far that people need and want to hear on another topic i had to tape a piece of paper over mike johnsons stupid frowny little face,LIBERAL,POSITIVE
amazing speech made me feel hopeful and looking forward to november lets get to work,LIBERAL,POSITIVE
these comments are so rigged i thought it was 2020 aging,CONSERVATIVE,NEUTRAL
i love you sr vote real be normal vote biden much blessing joe biden a president and a gentleman,LIBERAL,POSITIVE
dont trust the republicans,LIBERAL,NEUTRAL
rachel maddow and prime time hosts msnbc news rattings a distinction,LIBERAL,NEUTRAL
im so proud of mike johnson for remaining in his seat and not stand like the other puppets shout out to mtg,CONSERVATIVE,POSITIVE
yeah biden telling the truth to all,LIBERAL,POSITIVE
was watching on cbs and boy the democrats in that chat wasnt happy some was but boy a lot was calling biden a trader,CONSERVATIVE,NEUTRAL
corrupted scrotus justices in the house,LIBERAL,NEUTRAL
bidens statement to the supreme court to watch out for women voters was a harbinger of doom for the rightwing illicit theft of the court by religious fundamentalists expand the court and impose term limits on these unelected unaccountable unjust and selfcondemned judges and merrick while youre at it isnt it about time to indict thomas and alito for open bribery and ginny for seditious conspiracy,LIBERAL,POSITIVE
a great speech from a great president 4 more years,LIBERAL,POSITIVE
veni vidi vici biden was ceasar tonight a short decisive victory bravo,LIBERAL,POSITIVE
mtg shows she is always a clown even the other clowns wont get in the clown car with her really georgia,LIBERAL,NEUTRAL
democrat employees for the new yorks homeless services agency the us postal service nycha the mta and a former nypd democrat school safety agent were among 18 people indicted in manhattan on thursday as part of a major whitecollar investigation stemming from a probe into ghost guns that involved stealing homeless new yorkers identities to scam a pandemic benefits program all of the democrat criminals are ardent supporters of joe and barry surprise surprise democrat public servants in positions across the local state and federal levels appeared in manhattan supreme court on a variety of different charges laid out in four indictments including allegations they manufactured and sold 3d ghost guns conspired to defraud new yorks pandemic unemployment assistant program and committed burglary these schemes were orchestrated and largely operated by democrat city employees many of whom abused their positions of public trust for personal gain dhs worker craig freeman 56 and an unnamed alleged coconspirator who both worked at the barbara kleiman dhs shelter in brooklyn are accused in charging papers of buying parts and machines to purchase the untraceable and very scary firearms,OTHER,OTHER
they want to put us in more control and take away our freedoms they dont want prosperity they want higher taxes inflation the gas crisis the food crisis and theres going to be other crisis you got a poverty problem in this country and they just brought 50 million more of them across the border and you dont have enough taxpayers we need to get 75 million new taxpayers instead the president created 15 million government jobs and that hurts the taxpayers we need 15 million private wealth jobs more people who pay taxes,CONSERVATIVE,NEGATIVE
joe wins this will be remembered as the night he cemented another term as president,LIBERAL,POSITIVE
why are most of the democrats wearing white they always wear all white for some reason,LIBERAL,NEUTRAL
what a imbecile he told so many lies tonight i thought a redwood tree would grow out of his face he says everyone should pay their fair share in taxes he should start with his own family that skated on paying theirs he lied about the auto plant it is closed at least until 2025 and if it open then it willonly produce 1100 jobs this president is a loser for americans,LIBERAL,NEGATIVE
smug little howdy doody puppet shaking his head in the background,LIBERAL,NEGATIVE
lies only lies he said reality is total different,CONSERVATIVE,NEGATIVE
job well done mr president,LIBERAL,POSITIVE
johnson looked sick the whole time,LIBERAL,NEUTRAL
r3ta4d in chiefthe smartest and strongest the democrats have to offer,LIBERAL,POSITIVE
no respect for scotus they dont deserve it,LIBERAL,NEUTRAL
joe delivered republicans couldnt even stand up for ivf or curing cancer wow losers,LIBERAL,POSITIVE
people im reading what youre saying omg you need to change the chanel stop being sheep look what biden has done to america and the world are you people from earth,LIBERAL,NEUTRAL
listening to a great state of the union speech tonight i couldnt help but notice mike johnsons ever changing facial expressions it didnt take long for them to remind me of alfred e newman,LIBERAL,POSITIVE
a cant take it ag coward smiling what a joke 3 years he waited,CONSERVATIVE,NEGATIVE
despite allegations that i might be old etc the claims being made against biden even in my weakest moments would never encourage me to vote for trump age has not rendered me stupid what policies were favored by dems applause what policies were not favored by repubs no positive response whatsoever check your info sources people johnjane schmotz and hisher ilk are not sources of truthful information if you dont comprehend this comment you have identified your critical thinking shortcomings,LIBERAL,POSITIVE
who are the women wearing white,LIBERAL,NEUTRAL
im with joe right now democracy is in danger people whats wrong with saving democracy i think so please do anything possible to help i am i wil till my dying day love yah,LIBERAL,POSITIVE
im so proud to be an american the presidents speech was awesome if you notice mike johnson was agreeing and also clapping you know donald trumps going to get mad at him for doing that but remember president biden says hes for all americans not just one side god bless america vote,LIBERAL,POSITIVE
he is a fantastic president he is all about moving forward,LIBERAL,POSITIVE
president biden is the best president ever he cares about all the american people may god bless president biden and his family,LIBERAL,POSITIVE
viva biden absolutely welcoming to hear biden say what he did i couldnt take my eyes off of house speaker johnson as he twisted and turned like a nightcrawler well republicans you asked for it and you got it from a wonderful president muchas gracias biden so proud of you for a wonderful speech,LIBERAL,POSITIVE
i watched some of this i was disgusted but not surprised by the decorum of some notable maga republicans yelling shouting showing absolute disrespect mtg has got to go,LIBERAL,NEGATIVE
did clarence thomas attend they showed the supreme court and i didnt see him did anyone,LIBERAL,NEUTRAL
fluck off scotus,OTHER,NEGATIVE
the president doesnt want to get the bad herbicides and the bad pesticides the growth hormones the steroids and the bad fertilizers off the market so we can get rid of all the diseases in the united states of america,LIBERAL,POSITIVE
powerful and sincere bravo mr president,LIBERAL,POSITIVE
anybody notice how many times speaker mike johnson nodded agreeing with a lot of things biden said peace from australia,OTHER,POSITIVE
the greatest threat to us democracy comes in your coordinated political prosecution of your opponent who the country wants in office,CONSERVATIVE,NEUTRAL
congratulations to president biden on his excellent speech vote for democracy vote blue,LIBERAL,POSITIVE
a president that doesnt whine and cry about how unfair hes been treated breath of fresh air,CONSERVATIVE,POSITIVE
he cant fix the border cuz the repubs wont pass his bill,LIBERAL,NEUTRAL
what a disgrace he couldnt even get laken rileys name right im glad her parents declined to go,CONSERVATIVE,NEGATIVE
