comment,stance_llama_8b
perhaps his son might be used as an example of paying your fair share of taxes,LIBERAL
proud republican here but there is no way id vote for republicans this year get majortrashygross out and keep bone spurs out,CONSERVATIVE
youre the one who is fked,OTHER
imagine being her parents and you hear your childs name mispronounced seriously and look how long to acknowledge and couldnt even say her name correctly,LIBERAL
this isnt the state of the unionthis is a campaign speech,LIBERAL
god i fkin hate the left,CONSERVATIVE
stumble stumble roomba activated,OTHER
anyone see those ear pieces in his ear,OTHER
was george santos there what,OTHER
thank you mr president,LIBERAL
joey b in the house,LIBERAL
mike johnson keeps nodding no great way to back up our president johnsons days are numbered theyll dump him like they dump everyone who doesnt bow to trump,CONSERVATIVE
i often wonder if he will ever use the word abortion aka child sacrifice instead of pro choice why shy away from what it actually is if you are so adamantly for it,CONSERVATIVE
disgraceful no closed captioning for disabled viewers,LIBERAL
speech starts at 2640,OTHER
shut mtg up the most disrespectful human in that building someone shove that maga hat in her mouth,LIBERAL
lets give millionaires a tax cut oh sorry though trump was speaking ignore my message,OTHER
you cant love your country only when you win,LIBERAL
11720 im sure his people are proud of him hes a disgrace hecklerssave it for the ballgame look at johnsonhe has no control over his hekler that show what kind of arty hes running,CONSERVATIVE
i watched the entire speech twice and it was just amazing,LIBERAL
biden stopping to talk to nearly everyone shows he is a people person and that says a lot about his character i respect that,LIBERAL
could mike johnson have acted more childish,LIBERAL
lol msdnc is the only place you get pro biden comments you msnbc viewers need better critical thinking skills,CONSERVATIVE
this totally sucked rfk put out his own state of the union and it was amazing go watch it if you want to hear a real presidential candidate,CONSERVATIVE
joe belongs in a nursing home they mustve really pushed the amphetamines on him to make this speech since its well past his bed time,CONSERVATIVE
hes the knock down we need to get back up from lol,LIBERAL
if he was smart he would have gone home,CONSERVATIVE
i think republicans secretly wish they had a leader like biden,LIBERAL
great coverage msnbc,LIBERAL
what an angary old man its a no for him when time to vote,CONSERVATIVE
i swear if kamala stand up one more time,LIBERAL
look at johnson behind biden he looks like he wants to say something soooo bad,LIBERAL
how rude to see members of congress chewing gum,CONSERVATIVE
do you respect trump,CONSERVATIVE
fjb and msnbc,LIBERAL
first words he said if i were smart bout as sharp as a bowling ball,OTHER
wasnt that special,LIBERAL
awesome state of the union address mr president god bless you and god bless america,LIBERAL
so openly challenge the scotus to a power duel lets see how many future decisions go your way,LIBERAL
go biden show them how is it done,LIBERAL
what language is he speaking i cant understand half of what hes saying,LIBERAL
four more beers four more beers,OTHER
mikey is sitting in a chair way too big for his small brain and heart not showing any gop pride tonight,CONSERVATIVE
notice how people smile and laugh when biden addresses themyouve never seen that under trump only anger hate and fear thats not us thats us as in us,LIBERAL
four more years,LIBERAL
highly surprised that an al woman issued the republican rebuttal shes definitely smarter than mtg but equally evil and bigoted plus shes from alabammy so what should one even expect at the university of alabama school of law in 2000 was literally the very first time i heard the theory that god created aids to wipe out and punish the gays i laughed so hard because i thought it was irony but everyone else just silently nodded thats when i realized that i had to return to my highly progressive home state of mississippi no hyperbole absolutely true story,LIBERAL
one thing is certaintrump has never nor is he capable of giving a speech like that,LIBERAL
trump 2024 maga loves america,CONSERVATIVE
and theyre real actual plans to start a civil war thats one of the reasons theyre floating the countrysick people,CONSERVATIVE
shame on the supreme court,LIBERAL
when biden says he believes in america johnson was back there shaking good head i guess he doesnt believe in america,CONSERVATIVE
prune juice for all gop that look like they are constipated,LIBERAL
if anyone believes the lies hes telling then you probably shouldnt vote,LIBERAL
i know he is lying bc his mouth is moving,CONSERVATIVE
what about the ukraine not in yet,CONSERVATIVE
i really like the professional strong hit with u cant only love your country when u win sound like the way you would talk to your kids ball game,LIBERAL
democrats never defended row v wade never but sure lets believe genocide joe why would he lie,LIBERAL
it really seems as though the only people who would be on board with what is covered in this speech are very unaware of what is actually happening in the world probably have never left the us and their only source of info is the msm propaganda i am so glad i dont personally know anyone like that,OTHER
2035 hes such a piece of trash,CONSERVATIVE
everythings 10 times worse joe wake up who are you lying to,LIBERAL
wages up inflation down hahahahahaha,LIBERAL
the chuldra the children of the future aaaah yes let us never forget the chuldra,OTHER
remember if you dont vote for joe biden you aint really black yeah he really said that,LIBERAL
sad we had a bill to deal with the border and when a complex bill negotiated by a conservative republican landed on their desk in less than a few hours of not even reading the bill they decided it was a nonstarter this is what the hardworking american people are paying those people to do they who sit there with pensions and great healthcare sucking up our hard earned money,LIBERAL
over an hour energized coherent morally clear you wont get that from trump heck you wont get that from any republican anymore and yet people pretend that he can barely speak anymore because our generation lives entirely off of a few 10 second clips,LIBERAL
republicans calling biden a liar is calling the kettle black,LIBERAL
these people dont even care whats happening to you or your country has they all get rich and america gets poorer,LIBERAL
im an aussie within the next year or so doesnt matter to me who wins my fear us watching drumpftrump ruin what is left of democracy because we have enough crazy low informed people due to sky news and parent company fox poisoning mainstream and that will destroy sovereignty around the world,LIBERAL
none of this bs is helping americans not pay over 3 a gal average 2300 groceries high intrest rates border problems endless wars just talk i cant atand this pos,CONSERVATIVE
this man is attacking your righteous in american heather constitution they are the attackers of democracy,LIBERAL
a president that doesnt have to stoop to name calling like a kid trapped in a man body,LIBERAL
msm now keep telling us how biden is senile saw none of that here,CONSERVATIVE
i love my president,LIBERAL
aid to the palestinians still republicans sit on their hands,LIBERAL
i just watched a old man yelling at everyone did like the same old left talking point of the rich need to pay their fair share does grumpy joe realize the top 10 percent of earners bore responsibility for 76 percent of all income taxes paid and the top 25 percent paid 89 percent of all income taxes,LIBERAL
the guy that weaponized the dollar and destroyed western hegemony is like they posed the great gravest threat to democracy whaaaa iz that like when you said that the blue houses in the panhandle of texas and lehaina still standing are because they had the right roofs you pos,LIBERAL
now our work is to make 4 more years happen lets massively vote blue,LIBERAL
i didnt see any dementia from joe he used complete sentences wasnt slurring and actually made sense hes old but much more sane and coherent than trump,LIBERAL
the speaker of the house is so disrespectful 4 more years,CONSERVATIVE
this is what a president looks and sounds like not that pos that was 45,LIBERAL
well done magnificently addressed the main concerns of american citizens democracy peace the economy and of course the safeguarding of all humans basic human rights a campaign safely covered and landed on the ears of all americans yes all cause republican supporters couldnt and never stop to listen to what their leaders past and current could never ever deliver,LIBERAL
this dude just said the perfect way to make immigrants avoid coming to the country 68 years to have a hearing is worth trying to come 6 months6 weeks weeks to have a hearing the risk is not worth coming over and nobody want to risk losing money and that will deter millions 6 weeks it is then joe biden hey buddy you cant be this backward wired have specific buildings on the border for immigrants to have their own hearings and kick them out that way stop saving illegal foreigners you dont them joeyou dont know who are the real criminals joe and who isnt you dont even know their names joesome people you are letting in are killing and beating your own people joe its not your obligation nor responsibility joe to take in other nationalities no one will do that for your people joejl you have given plane rides debit cards bus rides food shelter to them all joedo you have a system to feed shelter bus rides plane rides for the people that are in need here joe at some point the homeless has paid income taxes or still pay taxes from panhandling at the corner store every time they buy anything out the there either a bag of chips on down to a sprite they contributed to the country at one point in their lives once an american always an american joe,OTHER
maga mike johnson needs to take trumps johnson out of his orfices,CONSERVATIVE
would somebody please explain to the president that america is not a democracy the united states id a constitutional republic,CONSERVATIVE
that was the best address to congress i have ever heard president biden is cognitively on point and keenly intelligent bidenharris 2024,LIBERAL
before this speech i felt joe would win in the upcoming election but this speech i truly believe cinched it i think it could actually be a landslide now,LIBERAL
mr president speaks more power voice and now i see usa alway strong and no need ma from trumpet and you will winner for sure again of the year 2024,LIBERAL
didnt mention the most persecuted people in the country lgbt especially trans and the oppositions desire and intent to ban them as human beings and criminalize doctors therapists teachers parents and school counselor who help them live their lives with dignity,LIBERAL
i never heard a state of the union address where the president talked incessantly about his predecessor trump is the monkey on bidens back lol,LIBERAL
may the odds be ever in your favor,LIBERAL
mike didnt know wether to crap or get off the pot you could see him holding back on agreement to many points,LIBERAL
did the president just gaslight everyone,LIBERAL
after 3 years in the office biden is still dividing americans after promising to unite he has nothing but money for ukraine and make ukraine great again,CONSERVATIVE
if the mike johnson bobble head doll behind the president wobbled anymore its head would have fallen off,LIBERAL
no one in there right mind would vote for joe this guy is destroying america,CONSERVATIVE
make education great again,CONSERVATIVE
thats our president god bless him and god bless america,CONSERVATIVE
the supreme court sat stone faced when they were singled out they sat with republicans not for americans not for better america what do republicans stand for when they sit for everything they demanded something done at the boarder republicans put together a bill to fix the problem now they wont sign it they tie bidens hand then blame him for the problem under the same laws trump i acted yet they wont pass a republican bill makes no sense they wont govern yet they want control,LIBERAL
it can only go down since its been the highest in history dummy,CONSERVATIVE
blah blah blah he always says shxt but nothing happens just bs,LIBERAL
joe house speaker johnson needs to hide his fake emotional responses more trump is watching,CONSERVATIVE
biden reached podium at 2645 14125,OTHER
while trickle down economics may not have put much on joe bidens fathers table he was able to send four of his children to private schools that now have tuition of 40000 per year each so he could spend 160000 a year on their education but otherwise had to live on macaroni and cheese,LIBERAL
notice republicans just sit there without a smile i guess trump told mike j to sit down and be quiet,LIBERAL
how can you compare bidens excellence and decency to the self propelled greed of donald trump,LIBERAL
dude is 95 dead at this point let him live out his last few months in a nursing home trump 2024,CONSERVATIVE
look at this joe biden the man the right keeps telling the country is incompetent is too old cant run the country and he just gave a speech trump could only dream of giving we watch trump bumble around on stage as biden gives a heart felt powerful speech go joe show those anti american cult traitors on the right how its done,LIBERAL
that no class mtg looks stupid in that red hat,LIBERAL
we prayed today for joe that his truth would shineaft brillant jobso proud i put my old biden harris election memorabilia with every saint surrounding them beautiful job thanks to you my aunt was a victim of a home abortionboth my grandma and granny were devout christians but believed 100 in womens choiceive always believed thisour bodies our selves again beautiful job mr president never sounding better to meyes wisdom comes with age,LIBERAL
3rd lie there were no founding members of nato it was a treaty devised in europe and the us was invited to participate each of the countries signed the treaty together however the us congress did not ratify it immediately,LIBERAL
mtg should be removed,LIBERAL
johnson is a fool who does not like the truth shame on him he does not deserve the seat he sits in,LIBERAL
people are so naive,OTHER
president biden gave them magas a schalacking ha ha ha,LIBERAL
the most corrupt president in history almost everything he said was bs,CONSERVATIVE
hope he is wearing a really big pair of depends to hold all the bull crap coming out of him,LIBERAL
genocide joe forgot his row never before has freedom democracy been under attack than today yeah because of you not putin you living infection,CONSERVATIVE
but biden will not commint to a debate directly with trump thats what the people want im surprised biden didnt fall of mix dead peoples names up with people who are alive,LIBERAL
joe just caught lightning his predecessor must be consigned to the dustbin of history like a very bad dream this is a powerful wake up call you cant love your country only when you win,LIBERAL
johnson was supposed to give him a formal introduction but biden missed his q ive never seen anything like this before very sad day indeed,LIBERAL
salad brain stop standing it lessens the affect dummy,LIBERAL
will someone please buy mtg a muzzle,LIBERAL
i think biden gave a good speach and i agree with most of what he said,LIBERAL
fantastic speech president biden love your vision getting things done for the citizens building up america lets get things done,LIBERAL
sleepy joe had better watch himself he was kissy kissy with several of the ladies the gop may launch yet another investigation into his humanity,CONSERVATIVE
mr president you are all that a bag of chips and an eskimo pie for dessert,OTHER
i wonder what the net worth of all these people combined i also wonder what is their annual salaries the lastly i wonder just how much of a difference is their net worth compared to their actual salaries i mean how are they all millionaires when they only make 100k200k a year,OTHER
msnbc is absolutely faded news boycott this station,CONSERVATIVE
biden begins speaking at 2650 for those not here for the pomp and circumstance,LIBERAL
get down president biden set the record straight,LIBERAL
oh no president biden half the republicans dont know how to read,LIBERAL
he doesnt need reading glasses yetunbelievably,CONSERVATIVE
i love my president the best 4 more years,CONSERVATIVE
joeys a dual citizen in china,CONSERVATIVE
hes only saying this just because election is right around the corner,CONSERVATIVE
imagine the fundraising now joe is the american president democracy does work,LIBERAL
mike johnson keeps shapeshifting anyone notice,OTHER
biden supporters are weirdos that expect everything handed to them and also any foreign country that plays needy,CONSERVATIVE
thank you mr president for your amazing state of the union you addressed everything this country needs to discusse i could never be more proud of a president then i was of you tonight you give us all hope again to keep democracy safe under your watch vote blue not insane orange,LIBERAL
one could almost feel sympthay for johnson he is likely being watched closely by trump and cannot applaud,LIBERAL
thanx to u potus biden 1st lady jillwe all needed this man to speak hope lift us americans out of the endless tyrannical gibberish of that goon trump,LIBERAL
lol how many of these people leaving comments are part of the democratic establishment andor got paid to pretend like joe has supporters,OTHER
he didnt mention anything about letting millions of illegals into america after his administration said its been secure since he took office and it wasnt a speech he was yelling the whole time plus he never addressed the inflation rate or united with both parties sounded more like a campaign stunt than anything,CONSERVATIVE
biden ready to replace fdr in history trump falling below hoover by farreality,LIBERAL
johnson is the banality of evil,LIBERAL
im very disappointed with this speech it was very divisive much like past speeches my suggestion to the folks out there in this time period versus those from the 90s and earlier take some time and really read the history of all policies from the past all the way to the current president our country has had its ups and downs but it was never drowning like this administration has made it with inflation a housing crisis unnecessary wars a biden app invasion and the taking away of jobs by closing an oil pipeline for us workers thats unconstitutional and unamerican theater and nice words are not what this country needs right now our federal government needs to step up and help all borders of all fifty states illegals need to be returned to where they came from drughuman trafficking needs to end and indoctrination of children needs to end our country needs unity a growth mindset eg libertarian way of thinking and a lot of prayer furthermore politics shouldnt matter anymore the truth is what sets us freepraise god and amen,OTHER
biden hit it out of the park i dont know how it could have been more perfect 4 more years,LIBERAL
i hope they frisked mikey before they let him take that seat,LIBERAL
2nd lie trumps actual quote was putin can do whatever he wants because the current administration is too weak to do anything,LIBERAL
political violence has no place in america and i see 1 republican clapping they never seem to disappoint,LIBERAL
great job joe you have our vote in november,LIBERAL
pathetic mike supreme court justices,LIBERAL
degeneracy in motion,CONSERVATIVE
war drums old ppl trying to send young ppl to die as usual,LIBERAL
hes such a baller proud of joe tonight,LIBERAL
anyone not clapping at the statement that trump saying putin can do whatever he wants is unacceptable should be forcibly put on a oneway flight to moscow,LIBERAL
repugnant republicans are not for a,LIBERAL
i love this speech,LIBERAL
repeal the windfall tax for police officers,LIBERAL
his speech is really bothering johnson he has no excuse for what he is allowing in the house,LIBERAL
proud to be american again,CONSERVATIVE
no one shakes lauren boberts hand cuz they know where its been,LIBERAL
joe biden is a man of honor trustworthiness and decency to me he represents an america of the future and progress an america you can trust what a difference from the hate speaker dt god bless you joe biden and america best regards from deutschland,LIBERAL
great speech great delivery covered all the main issues in a lot of detail wow increased optimism for the fight ahead biden you want to take away womens reproductive rights my god what other rights do you want to take away biden hit trump hard with blunt statements he never used trumps name from what i recall,OTHER
biden and the democrats provided plenty of material to the republicans for commercial ads for president donald trumps campaign ads 4 more years 4 more years 4 more years of biden senseless dangerous disastrous policies and war on america they shouted this would make a fantastic campaign ad for maga and president trump would approve the message,CONSERVATIVE
maybe we should ban taking money from china there big guy,CONSERVATIVE
the middle class built the country,LIBERAL
epic speech tonight from president biden,LIBERAL
looks like a workout being in that crowd,CONSERVATIVE
he said tax breaks for the people not the rich thats why republicans didnt stand,LIBERAL
whoever says joe cant speak are pretty much stupid donald stupid,LIBERAL
2645 skip the nothing when biden starts speaking look out the scotus look miserable and guilty like thieves when the camera pppans over to them as biden speaks on roe v wade a great speech,LIBERAL
america is lucky to have biden,LIBERAL
im glad he put the scotus on blast,LIBERAL
we need fresh blood lol,OTHER
joe biden is a man of honor trustworthiness and decency to me he represents an america of the future and progress an america you can trust what a difference from the hate speaker dt god bless you joe biden and america beste grüße aus deutschland,LIBERAL
im goin to joeys house and gonna take my fair share he can afford it,LIBERAL
128 who are those guys,OTHER
this was a great speech by president biden and a poor response by the republicans and the good senator from alabama was a bit phony and melodramatic the gop wants to use its ace card immigration but president biden had already mentioned that the maga republicans dont want good border legislation because they want to campaign on it,LIBERAL
old foo he cant stop netanyahu hes a weakling he wont keep his promiseshe can only speak beautifully so that they elect him,LIBERAL
lauren bobblehead isnt getting much attention at all,CONSERVATIVE
grumpy old man yelling yup he needs a nap,LIBERAL
this is all we got the usa is fuked,OTHER
mike johnson gave an interview afterwards and said everything thing he said was false,CONSERVATIVE
chicken little preaching false numbers and haha you swallowed it amazing,CONSERVATIVE
love how president biden knows the history of our country and grew up in the middle class experiencing much of what we have and saw its decline as we have love how president biden wants to turn the tables and take our country back from those who are willing to sell their souls to big corporations love how president biden stands up for womens rights love how president biden stands up for kids their education and their ability to live in a home there parents can afford instead of having to work 2 jobs with no benefits love how president biden sees how to build up our country again by making products at home and having unions i love president biden,LIBERAL
outpouring of love for our president,LIBERAL
imagine if any of this was true,LIBERAL
we should all thank biden for adding millions of jobs that can help us support our families join the union and know your worth as a worker,LIBERAL
watching this at 2x speed makes him sound coherant,LIBERAL
i cant wait to hear what the view thinks of this sotu,LIBERAL
speaker johnson in the words of bruno mars whats a matter fix yo face,OTHER
biden nailed it,LIBERAL
i thought this was a state of the union not a political ad for joe biden this nation is so lost,CONSERVATIVE
four more years,LIBERAL
mtg joke johnson shaking his head on trumpism issues good speech joe,LIBERAL
as needed i will repeatedly post this text it is not a threatening message but a needed warning to you my fellow americans and i hope that you my fellow americans will wake up and realize the extreme danger youre in in my perspective donald j trump the republicans the christians catholics and evangelicals are rogue americans america doesnt need male only white skin blueeyed blonde haired supremacists with rogue republican rogue christians rogue catholics and rogue evangelical supremacists along with the rogue donald j trump dominated and controlled our daily lives and banning the stories of writers from american libraries and schools demanding them unholy and telling our teachers what they desire to teach what what if these same individuals start banning anime comic book stores alongside pc and console gaming what will you do then my fellow americans quietly submit without a fight as it seems that youre doing they are already demanding what gender we should be and already stripped half of womens rights in america and they are not going to stop unless they are forced and force is all they recognize the lgbtq plus community has the right to exist and the community of nonwhite skinned humans has the right to exist in freedom also theyre wanting to demand what religion we should be in and what god we should worship what culture we should be in all this shouldnt be decided for us that isnt governing its not leading or guiding see it for what it truly is it force subjugation and enslavement if not a all too familiar plan for extermination to make room for a certain nonexisting superior human tribe or race now my fellow americans wake up before it is too late and end the evil empire of donald j trump before it even begins,OTHER
proud of our president joe biden keep up the good work,LIBERAL
thats presidential thank you thank you thank you we are winning by far trump is such a bofun next to biden lol,CONSERVATIVE
apparently britt doesnt know that presidents dont set prices for private companies president biden did call out companies for shrinking sizes but not prices in his speech britt and the gop must like higher prices because they blocked a bill to address price gouging did you hear the gop try and pretend they didnt know that their tax break to the wealthy added a few trillion to the debt did you notice that the gop didnt stand and applaud for opposing russia for feeding school kids for expanding prek for ivf for more affordable housing for not raising the age for collecting ss not even for helping the health of our vets the gop showed who they are tonight because the only thing they stood and applauded for was support for israel not for americans,LIBERAL
watching the corrupt ruble paid gop sit on their buts make me sick they cant even stand for the united states of america traitors every single one of them they should all move to russia,LIBERAL
hot air and lies its sad that many lib lames will vote for gavin pukesom as potus in 2028,CONSERVATIVE
russia asked clinton to join nato but we would not have an enemy then so clinton said no,LIBERAL
this is what you call presidential,LIBERAL
democrats make me feel like a proud american were as republicans make me feel like i dont belong here democrats united us republicans make me hate,LIBERAL
mgm needs to go,CONSERVATIVE
the meds are extra peppy,OTHER
i have so much disgust and contempt for scotus term limits on them,LIBERAL
notice no republicans stood or clapped when biden mentioned america being built by the middle class,LIBERAL
who says this guy has dementia who says his age is too old to lead listen to this speech and change attitude i loved this speech trump youre toast,LIBERAL
first lie there are currently 97 special forces from nato countries operating in ukraine including 14 us special forces,LIBERAL
hey maggats where was sleepy joe he ran circles around republicans again,LIBERAL
go biden go your awesome great state of the union address minus abortion topic besides that issue fabulous speech trump would strip democracy and have people working for cheap wages americans will never be economical slaves to trump and his greedy self fascist cartel,LIBERAL
hey republicans the truth will set you free you can fact check everything he said is true biden 2024,LIBERAL
missing a few justices are we bowling night,CONSERVATIVE
we need 4 more years of this not another 4 of the chaos homophobia xenophobia lies and temper tantrums of the orange mussolini,LIBERAL
he put republicans in there place,LIBERAL
who is the guy imitating biden,OTHER
those disrespectful republicans on the cell phones shouldve just stayed home no one would miss you,LIBERAL
johnson looks like he is about to have a heart attack,LIBERAL
screaming and gaslighting joe will not work to unify our country lies were told tonight we dont feel safer gas prices are extreme and the cost of living is so much higher i guess joe is in denial sad btw her name is laken not lincoln who was killed by an illegal who kept being released because of democratic policies the biggest lie was that he could not do anything about the border he canceled remain in mexico and title 42 which curbed illegal immigration wake up people,CONSERVATIVE
what a great speech by a great president no complaints and its not rigged,LIBERAL
i dont get it why is the president being forced to sneak food supplies to starving children inside gaza by sea when he is able to send multi billions of dollars worth of american weapons including 2000 lb bombs through the israeli airport who is really in charge here president biden or the israeli lobby,LIBERAL
speaker mike johnson shouldnt be up there disgusting excuse for an american,CONSERVATIVE
so proud of my president joe biden thank you mr president,LIBERAL
mike johnson agreed with biden,LIBERAL
disgusting to see deranged mtg with her stupid fake disruption,LIBERAL
ive been a biden guy since the eighties gratifying go joe go jill go kamala,LIBERAL
an entire room full of sociopaths,LIBERAL
we have an amazing first lady gods best 4 america,LIBERAL
i wished that mole behind the president with continuous rolling eyes couldve been pulled out of view unbelievable lack of respect he displayed how the president stating facts seemed to create more eye rolling biden should have called him out on the reason the border is not secure more,CONSERVATIVE
the oldest democrat achieves more in office than any young gop who drives us into debt and gets rich off the backs of the poor,LIBERAL
then got told you fd up again,CONSERVATIVE
a politican tellingthetruth thats refreshing well done joe,LIBERAL
college is free isnt it joey,LIBERAL
didnt ask for perfect but president joe biden was on top and also on top of just recent topics should say i was in shock bewildered inspired astonished in amazement perplexed,LIBERAL
biden for the nursing home 2024,CONSERVATIVE
glad biden told republicans bout touting roads etc and they voted against it i am upset republicans must be for putin,LIBERAL
this guy is doped up,CONSERVATIVE
that was amazing,LIBERAL
you cant love your country only when you win so true,LIBERAL
you can see who stand behind putin you dont see congress standing up all you see congress acting dumb sitting there,LIBERAL
mike johnson was catching joe in all of his bafoonery lol,CONSERVATIVE
bull this guy is in a fantasy land welcome to disneyland,CONSERVATIVE
4 more years president biden you are a descent human being who loves his country,LIBERAL
i am so proud to be an american mr president i salute magnanimous outstanding speech i am moved,LIBERAL
ive never heard a state of the union speech like this it was riddled with so much false information i was embarrassed for him,CONSERVATIVE
professional politician at work spewing fiction wonder how low he would rate on a fact check meter,CONSERVATIVE
speech starts at 2644,OTHER
we need four more years to set this mess of trump straight and then get the younger leaders that understand democracy to lead us into the future god bless america,LIBERAL
where is deflation down moscow,OTHER
biden just owned the gop loved it,LIBERAL
my country denmark has just shipped all our ammunition to ukraine im proud biden a man of wise words i wonder if just 1 of the maga people listen to this speech some would probably wake up,LIBERAL
boy its amazing what a piece of crap he is hard to believe anyone would vote for this,CONSERVATIVE
cornpop,OTHER
the best president ever bless him,LIBERAL
absolutely what we needed to hear especially the ppl who dont understand what joe has done still not a fan of his socalled policy in the me as its not even remotely accurate,LIBERAL
congratulations america on defeating 1000 unarmed hooligans who tried to overthrow american democracy,OTHER
trump trying to pay his mounting debt russia iran elon if youre listening president for sale,LIBERAL
we stopped you 50 times before and we will stop you again trump has turned the republicans into comic book villains,LIBERAL
it was very good speech every american in voting age should and must vote if democracy is in their agenda as very import,LIBERAL
waterboy,LIBERAL
he gets a kickback in moscow sooo,OTHER
vote blue 2024 alito thomas be looking old sotomayor has health issues they could step down any moment do not give trump any more scotus appointments or well be stuck w a crooked court for decades,LIBERAL
we love president joe biden and he will win again in november,LIBERAL
look at all those,OTHER
president joe biden the sharpest knife in the drawer,LIBERAL
trump and biden are birds of a feather both bought both corrupt both old senile men with warmongering tendencies republicans or democrats doesnt matter theyre both part of the american diarchy funded and controlled by corporate interests we dont live in a republic we live in an oligarchy,OTHER
i love how mike johnson has to sit there and take the truth,LIBERAL
trump 2024,CONSERVATIVE
that what you call a best president,LIBERAL
why is george whats his name there,CONSERVATIVE
after this speech i have never been more certain that president biden is the right person for this job at this unique and precarious time in history hes the wise elderwarrior to help ensure the survival of democracy for the millenia to come,LIBERAL
bsid bet ya a years salary theres some specials over in ukraine,CONSERVATIVE
mike johnson shakes his head when biden lays the blame at trumps feet for his covid 19 response being a christian youd think the least the speaker of the house could do is to not shake his head at the truth but chose to disagree with every truth biden spoke choosing to side with his party over truth country and god does he think god doesnt see him shaking his head signaling fealty to his party and not his savior how can he say he is a god fearing man,LIBERAL
99 of republicans talking points evaporated tonight the old guy is very capable,LIBERAL
yup women be spitting mad fafo,LIBERAL
you cant love your country only when you win president joe biden 4 more years,LIBERAL
good job vote 4 more years with biden,LIBERAL
from australia great speech vote blue america for the world doesnt want trump his family and the dangerous republicans leaders anywhere near the white house ever again mitch and kevin sold their soles to look after themselves clarence thomas must step down because of his disgusting wife mtg jim jordan etc need to meade to pay for their deceit to america and locked up get rid of the rubbish and vote blue,LIBERAL
joes got my vote again thank you mr president,LIBERAL
im starting to believe that oj simpson would make a better president than joseph biden,CONSERVATIVE
hes accomplished a record of accomplishments regardless of a completely ineffective house give biden a democratic house senate then see what can be accomplished,LIBERAL
long live president biden a grown up honest with integrity white house 2024 federal prison for trump 2024,LIBERAL
biden did a great job despite idiotic reps yelling at him and silly response from alabama rep,LIBERAL
my first time watching the entire sotu wow,LIBERAL
4 more years 4 more years 4 more years 4 more years god bless you president biden,LIBERAL
about 112 why are those two men chomping on gum so disrespectful,LIBERAL
best tweet of the night i hope i get this kind of dementia,LIBERAL
in my 77 years of life ive never understood of liked the superfluous ceremony that is the state of the union address its an embarrassment to me the way its conducted is not unifying its a popularity show where the party in power showers praise on its side of the aisle and the party out of power shows disdain i can only imagine how other countries view our ridiculous charade just to hear the party at the helm tout their respective accomplishments and goals for the future the speech could just as well accomplish the goal by being televised live from the white house oval office just my humble opinion,LIBERAL
mr president biden that was exceptional outstanding leadership magnificent speech,LIBERAL
finally positivity,LIBERAL
great speech now we need to repeat all these great accomplishments mentioned here to remind people whats at stake,LIBERAL
haha the supreme court sitting their stoic was to die for i thought the one time mike johnson clapped for ukraine was going to sear his hands,LIBERAL
what a clown,CONSERVATIVE
inspite of you joey,CONSERVATIVE
americans are lucky to have a president like biden,LIBERAL
yeah that was a dementia patient,CONSERVATIVE
i cant believe that she asked if were better off than 3 years ago march 7 2021 president biden was already in the white house lol,CONSERVATIVE
a lot of powerful people in that room and may god bless every single one of them,LIBERAL
uncle joe was on fire love it,LIBERAL
i love how everyone is praising a speech from a man who hasnt done anything in office for 3 yrs wow the bar is so low for him,CONSERVATIVE
were with you joe 100,LIBERAL
3157 when your insider trading makes you a multi millionaire,OTHER
god help this country these politicians are all terrible all just deficit spend and spend and spend send all our money to other countries instead of taking care of its citizens,CONSERVATIVE
mtg is trash standing there with her trump hat and jacket,LIBERAL
the republicans have no couth they are morally bankrupt the magaputin faction needs to be voted out they need to be held accountable for their participation in j6th held accountable for the demise of the congress the do nothing congress,LIBERAL
what a load of crap from the old fool of the demoncraps,CONSERVATIVE
katie britt reminded me of the white women in the movie the help she deserves that infamous chocolate pie because im sure she is really afraid that her children are gonna be deprived of something i really had a hard time listening to that woman shes just like johnson spews ridiculous accusation and no real solutions,LIBERAL
go ask the union workers what they think joey,LIBERAL
its not biden they need to be scared of its kamala harris,CONSERVATIVE
is mike johnson not feeling well,OTHER
i will not demonize immigrants i will not separate families translation i will not deport my political assets,LIBERAL
i was pretty low budget of cnn to put alabama senator katie britt delivering the republican response to the bidens address at the end of the address when it was lies she was spewing fact check her crime has gone down this year inflation has gone down this year it might take a while to notice it but it has nothings instantaneous then i turned it off shame on you cnn,LIBERAL
yes he is old but he hasnt lost any of his fire or his wits has he,LIBERAL
margie taylor green isnt anything but a puppet for trump,LIBERAL
see trump this is what a real president does talks about things he has done,LIBERAL
all the pro biden comments have to be bots,CONSERVATIVE
scotus sat there like a bunch of toads,LIBERAL
the corrupt snobish justices are so full of themselves,LIBERAL
great speech vote for democracy not a dictator,LIBERAL
why are they celebrating the destruction of america love mtgs hat by the way,CONSERVATIVE
they look like a herd of cows chewing their cud some of them,CONSERVATIVE
fantastic speech thank you president biden please vote blue up and down the ballot,LIBERAL
hes so full of bs they mustve given him a half gallon of b12,CONSERVATIVE
i think m johnson nearly swallowed his tongue when jan 6 was talked about,LIBERAL
30 percent approval rating geriatric joe,CONSERVATIVE
a kranky corrupt devious old man kept yelling at me he disrespectfully couldnt even pronounce laken rileys name shame on him,LIBERAL
brilliant speech from a brilliant president disgraceful speaker,LIBERAL
great job mr president,LIBERAL
