comment,biden_stance,trump_stance
from where biden is reading,NONE,NONE
this is like watching two old men fight over the last nutter butter,NONE,NONE
let obama talk on behalf of joe biden believe pr biden still not lost his potential talking aloud expressing flow of taught on stage making decisions on the table in the office is very different victory to pr biden,FAVOR,NONE
bleach,NONE,AGAINST
hi all presidency is number one job for the two jobseeker on cnn platform,NONE,NONE
2024elections potus sleepy joe should step down if sleepy joe truly cares about america he would step down sleepy joe is an embarrassment for america and what he displayed during the debate was quite alarming because world leaders watched,AGAINST,NONE
my comment was delited mid comment because i am pro trump trump is 100 beter for the country over biden harris newson take a look at the boarder take a look at california and kamala is about as dingy as they come have you ever seen her answer somple problems,AGAINST,FAVOR
joe biden in the beginning of every sentence the idea the idea the idea the idea the idea the idea the idea the idea the idea the idea the idea the idea the idea the idea the idea,FAVOR,NONE
i think he has cold and breathing with his mouth,NONE,NONE
clean up on 46,AGAINST,NONE
trump is a real man thats what we all need real men,NONE,FAVOR
whos in favor of having a golf match between biden and trump that would be a very accurate nonviolent way of settling their dispute over mental and physica competence in a spectatorfriendly manner,FAVOR,FAVOR
just remember america you got what you asked for if this could remain an american problem youd have my sympathies,FAVOR,AGAINST
the idea is that number one once upon a time there was a dream this is number 1 number 2 the dream was called american dream the idea is humm this was number 1 number 2the idea is lost,NONE,NONE
the moment mr biden walked onto the stage and waved at ghost audiences i knew he was going to do very poorly in this debate,AGAINST,FAVOR
i pay taxes too yall dont vote for trump,FAVOR,AGAINST
listen to joe trump cant be trusted,FAVOR,AGAINST
the most biased debate towards the democratic party ive ever seen and trump still humiliates them,FAVOR,FAVOR
notice when trump was asked about january 6th he ran around the question as usual an didnt want to address his part in that incerrection he is a big liar an a cheat,NONE,AGAINST
hes on putin side vote for joe wake up yall he wont answer any questions they throw at him he think he slick he a snake dont trust him at all wake up america he not are jfk he lies a lot,FAVOR,AGAINST
if you know the movie life of brian biden is the preacher with the least watchers under the balcony,FAVOR,NONE
if we have to go to war its going to be in the trillions,NONE,NONE
now this is called stand up comedy of slaves,NONE,AGAINST
all choice is an amendmenti was using the choice program2014 he included all vets to use the local area dental and medical facilities closer than the va my dentist in my town doesnt take us but i reimbursed for travel,NONE,NONE
trump is the world leader biden is the worst president in history,AGAINST,FAVOR
all choice is an amendmenti was using the choice program2014 he included all vets to use the local area dental and medical facilities closer than the va my dentist in my town doesnt take us but i reimbursed for travel,NONE,NONE
america,NONE,NONE
presendent trump is the best presendent of the world like duterte,NONE,FAVOR
youve got the morals of an alley cat is spectacular,NONE,AGAINST
how do you know if its a terrorist unless they got caught 160 countries bp data means theyre doing their jobs to gather information,NONE,FAVOR
2645 president trump is so hilarious in his delivery who would say such lol he is so funny loll,NONE,FAVOR
5559 we findehf wemfinehehf fehning houseing for black americans,NONE,NONE
042 in their rematch ive never heard such a supposedly democratic process described in such a way before,FAVOR,AGAINST
howd texas get more seats there are people moving to texasillegals can get counted for seats in the house 2 more for texas,NONE,FAVOR
i be happy to have a driving contest cracking up,NONE,NONE
the absolute cringe,NONE,NONE
trump should win 2024 election,NONE,FAVOR
favorite part of the whole debate biden asked if he thinks he is healthy enough to serve another term trump and biden fighting over who is the better golfer to determine who is healthy enough to serve as president,FAVOR,AGAINST
trump did very well biden is a sad example of presidentyou can tell he has dementia by just looking at him when he speaks it is a certainty,AGAINST,FAVOR
did he call him out to a game of golf and said he couldnt carry his own golf bag,NONE,NONE
i love how lets go brandon stutters with every lie spews from his pie hole,NONE,AGAINST
mrtrump avoided 90 of the question that is been asked in this debatewhat an irony im afraid to say this but infact mrtrump should be happey that hes now at least regarded as former us president for the public even if they dont want that because it was by the virtue to regard any former president as their then president to be recorded in history even though the entire world knows hes a sick dictator who wanted to dominate every nation by force,NONE,AGAINST
hate monger or feeble i dont like these options,NONE,NONE
at one time i thought biden is gonna fall honestly man bring someone who can talk,AGAINST,NONE
united states is a non indepandant state and is governed by aipac,NONE,NONE
other countries dont respect us because of what donald trumps administration did,NONE,AGAINST
biden is right im seeing it with my own eye with veterans,FAVOR,AGAINST
biden talked like a robot and trumph talked like a clever and arrogant boy,AGAINST,AGAINST
this guy says everything is a lie,NONE,AGAINST
trump is a manipulator he talk and says nothing on and on and on biden is a legend,FAVOR,AGAINST
lol it doesnt matter about saying what you want to hear but see the truth,NONE,NONE
president joe biden was not well on the date of the debate this can be seen from the tone of his voice otherwise he did fairly well in the debate,FAVOR,AGAINST
it would be cool in future debates if we could someway probably through ai provide real data in a real time visual when they start saying theres a lot of data that proves,NONE,NONE
anyone heard a fart exactly at 11625,NONE,NONE
im not american although ive seen some excerpt of the debate when i came across this video i went straight to the comments and found way more intelligent prose in there and funny which is a very nice style,NONE,NONE
though i am not american and i cant vote i choose biden,FAVOR,NONE
thank you for being a friend in gotham,NONE,NONE
although l am not a great fanor like the personality of mr trumphe is by far the better president for the good people of the usa business orientated that help create work however people like biden are simply puppetsand below him are the scavengers as a result people suffer,AGAINST,FAVOR
trump is a genius the wayy he speaking know all of it,NONE,FAVOR
where are all those biden voters in the comments we have been tellin you his brain is broken now everyone can see it for themselves lets go brandon,AGAINST,FAVOR
i just watched that video of pelosi confessing that it was her fault wow,NONE,NONE
read your notes joe because you cant remember lol,FAVOR,NONE
straight to the comments,NONE,NONE
president trump is sharp but not politically smarthe had the opportunity to kill off president joe biden in this presidential debate but he kept going off key and off record,FAVOR,AGAINST
the idea,NONE,NONE
bidens brain during this,AGAINST,NONE
trum know what to do for usa but biden sllsllsl talk,AGAINST,FAVOR
yes pull out of nato nato is the us every other country is just tagalongs,AGAINST,FAVOR
reading comments is more entertaining than this show,NONE,NONE
i support iseral and trump,NONE,FAVOR
1154 biden cant even speak without losing his train of thought and hes supposed to be the president we have a clear winner,AGAINST,FAVOR
this is really like watching two old folks arguing in an old folks homethis is not a debate epic entertainment,NONE,NONE
england love trump great man who loves his countrysooner he is back in office the better the world will be,NONE,FAVOR
were screwed regardless one guy wont directly answer questions and the other guy cant form a coherent sentence when hes trying to answer questions,AGAINST,AGAINST
thanks for keeping the comments open unlike weasel cnn,NONE,NONE
beans the game,NONE,NONE
colorado has blood on its hands thanks to polis polis agrees to 9 month abortions,NONE,NONE
president trump wins trump 2224,NONE,FAVOR
as a european this is both entertainment and pure gold idk why,NONE,NONE
governor polis in colorado is just like the state of virginia governor polis is doing the same thing he agreed to up to after the birth to murder,NONE,NONE
biden is the only one who could make trump look like the better vote we need new blood why are these two unpresidential individuals our only choices i will not vote for trump as he should not be in such a position biden should have retired a few years ago both men are bad news for this country the overlords want trump to win to further usher in an authoritarian state the us is on the verge of collapse the people have largely been systematically bastardizes failure to pay the price of liberty,AGAINST,AGAINST
it seems biden is reading somewhere,NONE,NONE
trump has won in the higher courts thank god biden is the real criminal,AGAINST,FAVOR
appreciate the cool and calmess to wait and respond i appreciate this debate not like pakistani or indian politician speaks and interupt others at least they have pateince to wait and respond,NONE,NONE
2912 he is speaking from the heart about this,NONE,NONE
biden is a liar he should be in prison for what hes done,AGAINST,FAVOR
so i have a question for the two political parties in america who will give iraq weapons to protect itself who will protect iraqs influence from the corrupt iranians who will help iraq build its economy who will help iraq build a huge army to confront the iranian militias mansuf will protect iraq with his life and blood is he donald trump or not joe biden,FAVOR,FAVOR
if america chooses one of these two it will be the biggest shame,AGAINST,AGAINST
joe biden is a dam liar eggs under donald trump was 99 cents with biden in office eggs skyrocketed to 329 cents also you cant blame covid on trump when people voluntarilyinvoluntarily had to leave their jobs and filed for unemployment because of statelocal democrat policies also biden came up with these rules for the debate not the news all that money going to black areas are actually going to non american illegal immigrants look at chicago and new york as the smoking gun,AGAINST,FAVOR
the tariffs will definitely raise the price level of us your cost of living will be higher and the factories will never go back to america they may leave china for sea or africa,FAVOR,AGAINST
im embarrassed i live here sometimes a literal cartoon we live in,NONE,AGAINST
i understand the standard for choosing and electing presidents of the united states of america presently is at a free fall unlike what we had in the past in the likes of jfk franklin rooseveltbill clinton abraham lincoln and a host of other fantastic presidents,NONE,NONE
the blood against the crips,NONE,NONE
no country is scared of biden or respects like they do trump and trump is a great businessman man and puts our country first,AGAINST,FAVOR
have you guys seen the jjk mcdonalds collab,NONE,NONE
anybody voting for biden is an absolute fool,AGAINST,FAVOR
what a joke clearly both are not mentally and physically enough for the presidency my goodness,AGAINST,AGAINST
hmm this is going to be tough,NONE,NONE
thumbs up if you think biden peed himself during the debate,AGAINST,FAVOR
this elderly abuse is very hard to watch facepalm,FAVOR,AGAINST
cakewalk for trump,NONE,FAVOR
im surprised joe was able to stand as long as he did look like he missed his afternoon nap,AGAINST,NONE
how about white families its just poor people made poor by more jobless pouring over the boarder aca a joke working poor cant afford it what do we do we go without forget the nonsense black jobs white jobs black housing white housing still separate but equal yes equally bankrupt,AGAINST,FAVOR
joe looks like hes listening to an earpiece while trump is speaking,AGAINST,AGAINST
im european and this felt like an episode from a reality show have courage people cause in the end no one will help you stay true to each other and dont divide for those two,FAVOR,AGAINST
this is a typical compliment that you cannot argue to a person with mental illness it is a loosing end for trump i guess biden doesnt even know what he was saying,FAVOR,AGAINST
when you lie you pay i cannot believe that a sitting president can deliberately and blatantly lie to americans with impunity he should be held to a higher standard not a lower standard imagine artificial intelligence fact checking the president whoever he is instantly and when he is caught lying he is automatically fined and pays the opposing party 100 and this amount doubles with every subsequent lie this would go a long way in fixing things and could also be applied to the media free speech should not include deliberate lies to satisfy a corrupt agenda,NONE,AGAINST
when you lie you pay i cannot believe that a sitting president can deliberately and blatantly lie to americans with impunity he should be held to a higher standard not a lower standard imagine artificial intelligence fact checking the president whoever he is instantly and when he is caught lying he is automatically fined and pays the opposing party 100 and this amount doubles with every subsequent lie this would go a long way in fixing things and could also be applied to the media free speech should not include deliberate lies to satisfy a corrupt agenda,NONE,AGAINST
trumps a beast best president in my life time,NONE,FAVOR
bidens speech sounds like his talking with food in his mouth,AGAINST,NONE
trump destroys him it isnt fair really biden is so elderly now,FAVOR,AGAINST
have trouble sleeping no need for valium or other precription drugs heres a natural treatement just listen to biden youll fall in a deep sleep like a baby,FAVOR,NONE
any chance people will realize there are more than 2 candidates instead of endlessly bitching about trump and biden probably not but we can hope,NONE,AGAINST
how about we get rid of both of them and elect another president,AGAINST,AGAINST
i still wanna know what 30 things that trump lied about in this debate i know of atleast 2 things that biden lied about,AGAINST,FAVOR
biden you should have never became president in the first placebye sleepy joe,AGAINST,FAVOR
if biden wins this year i might as well make a will soon because well be done,AGAINST,FAVOR
no notes sleepy joe has a pen in his hand but cnn says and dors nothing,AGAINST,FAVOR
the devil wears red tie,NONE,AGAINST
wthwhen biden approaches the podium he reaches down and grabs something under the podium later he is reading from something there arent supposed to be any papers or notes etc,AGAINST,FAVOR
we had gas almost under a dollar a gallon with trump in presidency tell me how inflation is lower,NONE,FAVOR
you can see evil in his red tie,NONE,AGAINST
trump is the worst of all time,NONE,AGAINST
where is the crowd,NONE,NONE
the majority of americans want trump back as our president,NONE,FAVOR
joe biden is a very bad politician,AGAINST,NONE
biden is so full of it,AGAINST,NONE
i wish we had younger candidatesthe lack of energy is scary and sad we should be taking care of the senior citizens of the world not letting them run our world,FAVOR,AGAINST
dont make fun of biden bc about 13 of those reading this will be the same way when youre old we just dont know now,FAVOR,NONE
yo momma is fat no yo momma is a perfect example of modern us politics,NONE,NONE
donald trump with dana white as vp is precisely what our country needs and what the world needs to see,NONE,FAVOR
im only here because i know this is gonna be stupid,NONE,NONE
i feel like joe biden is being abused by his carers familyobamas ppl why is he standing there at all the poor guy has no idea why is biden getting last chace to reply and when they go back to trump to reply they give him an add on question seems rigged to make it easier for biden trump is no saint but he is a good business man i dont like trump i dont have to but i would vote for him if i had a vote he sees america like a business which is why he will be way more successful for americans than sleepy joe,AGAINST,FAVOR
our cia has also been setting up and loosely maintaining fentanyl centers supplied by china in prep to phase south american states its the same reason the boarders had to be opened theyve been hiring cartels to replace gangs with more heartless business minded pawns,NONE,AGAINST
if biden opens his mouth hes lying,AGAINST,NONE
who wants a side of lobster,NONE,NONE
joes family needs to take him out and try to keep the pride of there family if any intact,AGAINST,NONE
trump his presidency is the worst in history and we are here debating it and we dont need to even debate it lol,FAVOR,AGAINST
trump should get two more terms first for himself and one for the homies,NONE,FAVOR
just talk to him brandon,NONE,NONE
i made 60 k last year and i paid 22k in taxes i never paid that much 5 years ago,NONE,NONE
wait what happened to no notes,NONE,NONE
i love how cnn in the beginning try to say that groceries were only up by 20 when really theyre up more like 100 to 200 another thing is he talking about corporate greed but you get corporations have been making a whole lot more money under his administration than under any other administration and now he wants to fix the problems that he created himself people are not stupid people know that these problems started after biden took office ready to spend 180 at the grocery store is now almost 400 and thats no lie fjb get out of the way and let trump fix the economy that biden destroyed,AGAINST,FAVOR
man i dont understand nothing biden said his voice alone a reason im voting trump,AGAINST,FAVOR
what a putz fjb,AGAINST,NONE
we still dont know what hunter was doing in ukraine for 80000000 a year from ukraine hunter was not qualified to d o anything there in ukraine zelinsky appears to be collecting a lot of money during this current war,AGAINST,NONE
mrdonadis right,NONE,FAVOR
biden sounds like president ruto of kenya always blaming the past government,AGAINST,NONE
i cant stand biden the way he talks and sounded so annoying i constantly skip bidentimes,AGAINST,NONE
biden shouldve went home and ate ice cream,AGAINST,NONE
watching this the second time mr president biden wasnt as bad as i initially thought he still had some of the stumbling yet what he had to say had some punch and weight to it while you know the other dude just lied the entire time,FAVOR,AGAINST
is anyone having a hard time trying to understand biden too or is that just me,FAVOR,NONE
best president of my lifetime trump 2024,NONE,FAVOR
i really dont know what he said at the end of that sentence i dont think he knows either fell out of my chair laughing at bidens face after that one,FAVOR,AGAINST
good god whats happened to our nation whats happening to us that these two are our finest to become our leaders people we are doomed,AGAINST,AGAINST
im worried for america these 2 candidates are not qualified to be president,AGAINST,AGAINST
whats worse biden screaming in whisper or moving in claymation,AGAINST,FAVOR
biden is finished i can hardly hear him,AGAINST,NONE
opens up presidential debate joe biden and donald trump are not oiled up and dancing on the floor in a retirement house day ruined,FAVOR,AGAINST
trump speaks as if he has not been found guilty he is a criminal but it seems he does not have a clue about it,NONE,AGAINST
number one by the way the idea the idea number one by the way by the way the idea number one,NONE,NONE
trump uses facts biden uses emotional stories that are lies how he gets away with those lies is mind blowing,AGAINST,FAVOR
even without the debate the difference is trump love his country and the american people he is for us biden is a professional lier and with the help of the lies the fake news media tell 247 brainwashing biden has almost flush america down the tolite,AGAINST,FAVOR
biden seems and looks incompetent during this debate trump looks mad the questions for the debate were good questions to ask,AGAINST,FAVOR
nah america is cooked atp im moving back to india,NONE,NONE
i was watching republican senator john kennedy question doctors dance and circle around their answers about abortions he actually held up cards of diagrams of fetuses and than questioning about them about performing late abortions it was pretty gruesome and barbaric and even they were uncompfortable admitting the truth about the procedures its sick,NONE,NONE
comments say it all people are finally starting to wake up there actually may be hope for humanity,FAVOR,AGAINST
why didnt you let obama fill in for you sir,NONE,NONE
biden doesnt even know or remember what he is talking about in his own sentence beginning to end,AGAINST,NONE
this country is doomed,NONE,NONE
trump just came to try and to tint a different picture that is not there about biden,FAVOR,AGAINST
question why did pence do so badly in the start of the race he seems like a standout guy was vp for trump why didnt he get support,NONE,NONE
weres all the leftist and trump haters at now,FAVOR,AGAINST
if the democrats do not replace biden with someone that can carry on a conversation then i guess america deserves to lose their country someone who says no one is above the law except me does not belong in the white house,AGAINST,AGAINST
i said it before this went down and was only proven right its not going to be a debate its going to be a massacre now the only question is when will they announce that biden is stepping down from running for a second term the announcement will go something like this the whole battle to beat medicare took a dire toll on old joe he can no longer run for a second term were really sorry about all those getting raped by their inlaws spouses brothers and sisters you will no longer be able to take that pregnacy to term then have the baby killed after being born,AGAINST,NONE
when did trump say that,NONE,NONE
trumps so much better,NONE,FAVOR
wish there was counter of how many times biden says we find ourselves in a situation by the way significanty,AGAINST,NONE
americans watching the debate me straight to the comments,NONE,NONE
5700 bidens 1st home 10k tax credit and student loan forgiveness is for everyone not just black people do not act like you did black people any favors biden you didnt,AGAINST,NONE
why does biden sometimes look like hes seeing a ghost in that room,NONE,NONE
usa media asking asking questions of public indian media kya aap violet rakhte ho konsa wala,NONE,NONE
not an inch to the east nato gets what it pays for in terms of breaking promises,NONE,FAVOR
when he squints it is bc hes reading something too lord please save us as our worldly leaders whom are completely fake abuse and control driven the enemy lord is working hot but you are righteous in and great in deliverance,NONE,AGAINST
biden looks like someone who just got knocked out and was administered smelling salts the entire debate especially when hes speaking and even more when hes listening to trump he doesnt look in good shape at all,AGAINST,FAVOR
10045 where am i,NONE,NONE
to those of you that voted for joe biden this is what we have been trying to tell you for the last 4 years,AGAINST,FAVOR
am i the only one who thinks this is a game show of pretending to be a politician comedic stand up competition,NONE,NONE
4945 maybe my favorite part of any debate ever,NONE,NONE
oh you want a minute to respond biden go ahead ill give ya a minute to respond mr trump thats your time you can spend it adress zombiden or answer the question i hate cnn clearly propganda news,AGAINST,FAVOR
how brave is wsj to leave the comment section open,NONE,NONE
they were worried about trump so they silenced the mics they should have cut off biden after the sentence out of biden by the way trump won by a landslide,AGAINST,FAVOR
the eloquence of trump just tips me down,NONE,AGAINST
trumps trying not to burst out laughing and so am i bidens mind is mashed out,AGAINST,FAVOR
that grocery inflation is a conservative number the cost of groceries is more like 50 higher now when i go shopping for groceries,NONE,NONE
2 old men biden need retire and take care himself he is barely walk will fall down let trump take over make america strong again keep our country safe,AGAINST,FAVOR
better watch this rfk jr the real debate,NONE,FAVOR
how scary it is that biden is our current president shame on you,AGAINST,NONE
so how long did bidens nose grow tonight,NONE,NONE
i am from nepal thank you joe biden and donald trump for your time i really enjoyed full entertainment,FAVOR,FAVOR
oh good freedom of the press works,NONE,NONE
cnn has to be embarrassed for this debate and biden should not be running for president the man doesnt know what is going on he doesnt remember or knows there is a video of him saying exactly what president trump said its pathetic that the democrats are supporting him to run for president just pathetic by the way exactly who is running our country because its not biden and if it is god help us,AGAINST,FAVOR
if biden hadnt been struck by a dew hed be the clear choice but the cia is childish enough to think the world cant put 2 and 2 together so here we are getting gaslit,AGAINST,NONE
thats 1 2,NONE,NONE
trump 100 owned this debate,NONE,NONE
on the news they said biden will only be available until 4 pm from now on lol,AGAINST,NONE
i miss when biden was catholic,FAVOR,NONE
trump trump trump vote for trump we dont want sleepy joe we want someone who can talk a clear sentence vote for trump,AGAINST,FAVOR
many europeans in the comments making little beraring comments talking about whats wrong with americaamericans whileonce againtotally ignoring the words and actions of a madman right in their own backyard sounds like you all have bigger peoblems than you think but of courseonce again youll look to us to fix those problems once youve ignored them for too long right right,NONE,FAVOR
twelve minutes in biden starts to lose concentration this is a heartbreaking site to behold,AGAINST,FAVOR
quote of the night trump lets stop acting like children biden youre a child,AGAINST,FAVOR
how embarrassing for you people on every level,NONE,FAVOR
i am not for biden but i feel very sorry for him its really elder abuse what jill is allowing what wife of any kind would betray a husband this way i have seen 8 minutes and am afraid because i know this debate gets worse for biden as he runs out if steam lets say,AGAINST,NONE
2019 trump was mumbling and being directed o camera,NONE,AGAINST
cnn the comedy channel,NONE,FAVOR
no worrs under trump no drafts necessary,NONE,FAVOR
many of people that coming in the usa are not terrorists they just have no other option because of the impact of international politics,NONE,AGAINST
these two men spend the whole debate bashing each other rather than giving examples of what theyre going to do better they obviously have no clue what the debate is supposed to be neither answer any questions thoroughly they end their time with statements about the other neither of them is good for america period i hate that people cant see that this whole debate just made me mad america is a disaster and this debate shows that the future of our country is going to be no better,AGAINST,AGAINST
when i see debate im easily say no ones controlling usa now,NONE,FAVOR
biden had a good start that is good i like these rules because both men were so unruly 3 years ago during their debate,FAVOR,AGAINST
trump burying biden in this guarantees another pandemic will be manufactured,FAVOR,AGAINST
the saddest part is that there is no third option,NONE,NONE
number one i like vanilla ice cream number two i like it on a waffle cone grumble grumble thats how id solve global warming mr president the question was how would you prevent a global war,NONE,NONE
they need to put the secklers in prison how do you open a legal dope house and lie that its not addictive and reward salesmensaleswomenand doctors that up the mgs of patients to assure strong addictions make 14 billion dollars and only get fined 6 billion leaving 8 billion in profit while its proven that they broke many laws along the way and many people died behind these laws broken and they never step one foot in a police station let alone a prison baffles me big pharma are the biggest dope dealers in the world but as long as you play the game by giving millions to candidate parties and have buddies in high places i guess you can break the law kill millionsstart a pandemic and still walk away with billions while a young poor kid just trying to feed his family off the black market that you created get caught with a few pills go to jail for years and decades in some instances,NONE,NONE
god bless president trump,NONE,FAVOR
trump is our only hope,NONE,FAVOR
the amount of times biden said the idea is astounding,FAVOR,NONE
this was way past joes bed time i almost feel bad for him watching this but he was the one that wanted to do this debate so badly now the whole world knows he has dementia and can barely stand anymore even after practicing for this debate for a whole week in a bunker just a disastrous performance having this guy as our president for the last 35 years has destroyed our country i pray trump can fix this mess biden has caused when he is elected we need him more now than ever,AGAINST,FAVOR
hey cnn why did biden have notes and a penin his hand and still fail to read them properly,AGAINST,NONE
jesus biden is a disgrace to america we need a president like trump,AGAINST,FAVOR
trump national issue border issue economic conditions etc biden the idea,FAVOR,AGAINST
he is saying putting is a war criminal yet from what ive seen on the front lines of the russian ukraine war ukraine is committing just as many if not more war crimes than russia ever thought about,NONE,NONE
this is horrifying out of almost 390000000 people these 2 are the best we can find our country is doomed,AGAINST,AGAINST
i feel bad for biden watching this debate,FAVOR,AGAINST
as a black man i will put this on my mothers grave i promise you that i would have never ever voted for trump because of all the silly stuff however as i listen to him i will vote for him for 2 reasons our soldiers and being a retiree and the boarders this current president has done nothing for those issue he has just made it worse look the boarders its a hot mess they are coming over taken all kinds of jobs,NONE,FAVOR
11616 did trump just soil himself whats that noise,NONE,NONE
how dare you accuse trump in supporting nazis when you biden send money to ukraine that has openly supported nazi ideals and have a nazi as their heroes they marched in the center of kiev with tourches but you send billions of dollars to thwm what a hypocrete,AGAINST,FAVOR
notice biden didnt even think about denying the fact that he left us citizens and troops in afghanistan,AGAINST,NONE
summary of this you lie what a level of debate,NONE,AGAINST
i think biden has dementia and they are hiding it and squeezing every bit of life out of him,AGAINST,FAVOR
the whole world is blowing up over him this couldnt be more true about biden,AGAINST,NONE
why cnn doesnt allow comments,NONE,NONE
can we please get biden out the running we need better options,AGAINST,NONE
this is cruel putting biden up there,AGAINST,NONE
the left is toast and im here for it,NONE,NONE
i made the mistake of rewatching the debate biden needs to do the right thing and not only drop out but resign having kamala as president is terrifying but it is the right thing for the country,AGAINST,NONE
why are they not fact checked live,NONE,NONE
this is like being offered two meals that you cant eat because ur allergic to them,NONE,NONE
fjb trump2024,AGAINST,FAVOR
dana is so unfair when biden stumbles she quickly moves on to another question,AGAINST,NONE
last week michigan had 105 of its residents registered to vote in 2020 57 of the ballots voted,NONE,NONE
i love this historic debate people finally have to acknowledge trump is better,NONE,FAVOR
why is biden face expression so funny,NONE,NONE
mayorkas just signed an agreement with panama oscar blue ramirez has a video on yt,NONE,NONE
today chicago announced that theyre giving iis drivers licenses for safety in other words so they can vote call your state reps peeps,NONE,AGAINST
i wonder why americans voted for biden hes the most ridiculous person i have seen so much disinformation coming from his end,AGAINST,FAVOR
jill biden should be charged with elder abuse for not getting her husband to step down,AGAINST,NONE
lies from biden he said that putin wants the nato country of belarussa and that is just inaccurate belarussia is not a nato country plus the hosts already said what putins terms are and biden contiinues his propaganda of russia neing a bad guy of course he is a war profeteer and needs justification for his lies,AGAINST,NONE
trump will win stop the war,NONE,FAVOR
jt db are horrible journalist and terrible moderatorsway to go cnn,NONE,NONE
trump is delusional,NONE,AGAINST
this just hurts to listen to however biden catching fades from trump tho just get old joey outta office and into hospice already,AGAINST,FAVOR
they continue accussing trump of what happened during the pandemic all the countries suffered an economy drop president trump mandate was every governor of a state should deal with it according with the situation on that state they dont like to mention that some states did better like the state of florida thanks to the governor decisions there than other states in one way i feel sorry for biden he doesnt have kamala harris and nanci pelosi helping him not like they did much anyway president trump address the nation just like presidents in the past and not reading from papers written by some other people telling him what to say trump as a president has a better military mindset than biden thats why countries dont respect biden since he took office,AGAINST,FAVOR
biden forgot to kneel down before the debate lets go brandon,AGAINST,FAVOR
im in a small town in north iowa and these people are taking over our town,NONE,FAVOR
dana made a motion with her hand at one point but trying to hide it they probably edited it out rita caught it on sky news,NONE,NONE
please dont let biden be our president no american in their right mind cant possibly think that biden is competent to handle the load of the mighty usa he acts like he should be in a convalescent home no disrespect but hes not capable,AGAINST,FAVOR
zelenskys wife just became the first buyer of a bugatti turbillon 45 million euros he spent 15 million in jewelry at cartier earlier this year,NONE,NONE
the only thing i heard dana bash say during the debate was how nipley it was inside,NONE,NONE
wouldnt trump be the first president to come back into office instead of having his 2 consecutive terms or leaving after one,NONE,AGAINST
the idea,NONE,NONE
trump will win,NONE,FAVOR
its funny how trump looks at biden,FAVOR,AGAINST
bro something is wrong with biden,AGAINST,NONE
this is genuinely sad for the united states of america biden had strong highs but that wouldnt be longer than a minute compilation because he kept stumbling over his words and on the other side we have a criminal who would only lie and duck questions,AGAINST,AGAINST
groceries doubled or tripled they didnt go up 20,NONE,NONE
his little cough is from shortness of breath which you get from too much speed like adderall hes been doing it for several months plus his eyes barely blink lol,NONE,AGAINST
this video has been edited from the live version that was seen on the night of the debate once again changed to help biden,FAVOR,AGAINST
biden brought in criminal illegal immigrants to get votes kill our economy to make this nation closer and closer to become a communist country the truth is our flag is nothing to feel proud of anymore god have grace and mercy on this nation,AGAINST,FAVOR
first question is already biased and not true a basket of groceries that cost 100 then is not 120 now its more like 220 also for 120 you arent really getting much for a family of 4 that may be 23 meals tops jake tapper you are a joke just like your network the commie news network,NONE,FAVOR
exelent job cnn welcome back,NONE,NONE
trump did more for this country than any president in 20 years joe is like an empty puppet how people in conspiracy documentaries explain the presidency but in real life a basket of groceries that was 100 under trump is now 300 under biden you think im complaining about 20 bucks,AGAINST,FAVOR
11803 fentanyl and its byproducts went down for awhile no it didnt joe i did opiates for 14 years ive been clean for a little over a year fentanyl is everywhere,NONE,NONE
poor kids are just as bright and talented as white kids joe biden,FAVOR,NONE
this is the best debate ever,NONE,NONE
prescription drugs price has gone down and u get to use that savings at the grocery store and gas station thanks joey a couple minutes in and im fuming this should be good,FAVOR,NONE
one single example stood out among many statements that seemed dishonest from joe biden he said early in the debate that insulin would be down to 15 but during the closing statements that price had changed to 35 joe biden in almost certainly being dishonest to the american people and just making up these numbers to tell everyone what he thinks they want to hear in order to get the votes he desires,AGAINST,NONE
biden is delusional and has selected memory lost,AGAINST,NONE
not seeing how biden could go another 4 years,AGAINST,NONE
whos playing biden now,NONE,NONE
trump gas prices under 2 bidens gas prices 5 dollars and prices on almost everything has doubled because on our incompetent president,AGAINST,FAVOR
good bless trump i love him and hes our president,NONE,FAVOR
the man who going to make america great again,NONE,FAVOR
and when i was a child i thought people who ran for presidency had to be intelligent,FAVOR,AGAINST
not american but the world was more peaceful during trump,NONE,FAVOR
the democrats had the last four years to find or prepare a democratic presidential contender cant believe they are so surprised and shocked during and after this debate biden said he would only serve one term he should have stuck to this,AGAINST,NONE
biden sounds like every word he says could be his last sounds like a movie character before they die getting their last words out loool,AGAINST,NONE
joey is lost and pitiful,AGAINST,NONE
why not joe biden step down and let kamala harris run for the election because i dont think even donald trump should be president again he started many of the nonsense which going on in the world right now,AGAINST,AGAINST
this is embarrassing why biden hasnt from a single constructive sentence,AGAINST,NONE
the idea but the idea by the way the idea the idea,NONE,NONE
senior citizen vs senior citizen which one do you want to ruin our country,AGAINST,FAVOR
im not a fan of either of the moderators but they really did a good job not intervening and letting it play out according to the rules,NONE,NONE
you can tell obiden has a hiden earpiece why obama is talking to joe through his earpiece he turns away from the debate so he can concentrate on what obama is saying to him,AGAINST,NONE
4300 biden omg hes right but but i gotta think of somesomesomething,FAVOR,NONE
youre telling me that these are my only two choices,NONE,NONE
hey joe if you cannot perform the duties that the job you were elected to do including speaking on the debate stagehow can you be trusted to protect our country on the world stage the answer is you cannot and you have not,AGAINST,NONE
the next debate should take place in floridaand the next one in las vegas,NONE,NONE
