comment,stance_llama_8b,stance_trump,stance_biden
how can you not love this guy glory to the free world,LIBERAL,PRO,OTHER
oh yeah bigger government and more federal overreach,CONSERVATIVE,OTHER,PRO
wow yeah thats how a real president gives a presidential address vote for our president joe biden and be sure the american dream continues onward into our glorious future,LIBERAL,OTHER,PRO
4 more years,OTHER,PRO,OTHER
is biden transethnicity he looks like bi den the chineseamerican president,OTHER,OTHER,OTHER
looking at mike johnson almost shutting his pants because he is theone who has to announce president joe biden he is the chief of bigamists married to two presidents he has to admit to and call them by name hahahaaa,LIBERAL,OTHER,PRO
maisie hirono laughing bernie shoulder to shoulder got to love it,LIBERAL,OTHER,OTHER
how about standing with palestine,LIBERAL,OTHER,OTHER
imagine what we could accomplish if we elected a democratic house and senate lets get rid of the insurrectionist republicans all they do is say no and do nothing,LIBERAL,ANTI,OTHER
how many standing ovations does one guy need,CONSERVATIVE,OTHER,OTHER
thats what i call a president,LIBERAL,PRO,OTHER
biden has the ability to be a stone cold political killer them justices felt that,LIBERAL,OTHER,PRO
mtg who the voted for her,CONSERVATIVE,OTHER,OTHER
to all of the magats in the audience it must have felt really good sitting there with your thumb up your a i mean you didnt approve of a single item that would benefit we the people im praying that not a one of you are reelected in november 2024 vote blue 2024,LIBERAL,ANTI,OTHER
loudmouth uncouth mtg,CONSERVATIVE,ANTI,OTHER
they attempted to get his supplement cocktail adjusted for the evening so that he could get through this clown show,LIBERAL,ANTI,OTHER
the gop and their red tie stooges,LIBERAL,OTHER,OTHER
what a contrast to the fascists on the right that is how a president and world leader should sound and watch moscow mases mike squirm,LIBERAL,ANTI,OTHER
insurrectionist maga mike looked very uncomfortable when january 6th came up,LIBERAL,ANTI,OTHER
12 trillion bipartisan infrastructure package 19 trillion covid relief deal unemployment 4 for 2 years inflation reduction actchips and science act bipartisan safer communities act more to go,LIBERAL,OTHER,PRO
he did great im a far hard right conservative and im very pleased with his strength,CONSERVATIVE,PRO,OTHER
hopeless hopelessness he did not includemention americas poor homeless masses,LIBERAL,OTHER,OTHER
i wonder if johnson is squirming because hes about to lose his job,LIBERAL,OTHER,OTHER
lockheed martin needs to teach welding inside all high schools,LIBERAL,OTHER,OTHER
all you idiots out there who call him sleepy joe whos your daddy now bam,CONSERVATIVE,OTHER,PRO
a lot of yelling,LIBERAL,OTHER,OTHER
look at maga mike sit there like his diaper is poopy frowning and looking really uncomfortable,LIBERAL,ANTI,OTHER
variations on the theme of meanness in the key of fflat major,LIBERAL,OTHER,OTHER
speaker johnson shaking his head the dozens of times when he didnt like what was being said was priceless sometimes he was so uptight hearing bidens words he looked constipated,CONSERVATIVE,OTHER,ANTI
305 george santos head popped up like an opposing team shooting free throws at duke,LIBERAL,OTHER,OTHER
i see mtg was wearing her best clown suit complete with asshat also love mike johnsons performative head shaking to any issue he thinks trump would be against,LIBERAL,OTHER,OTHER
2650 it should be starting,OTHER,OTHER,OTHER
joe biden is americas biggest threat and its painfully obvious,CONSERVATIVE,OTHER,ANTI
thanks you my president,LIBERAL,PRO,OTHER
joe kicked that door down and did a full mic drop,LIBERAL,OTHER,PRO
so much for sleepy joe vote blue to save democracy,CONSERVATIVE,OTHER,ANTI
99 of them are criminals,CONSERVATIVE,OTHER,OTHER
so many people in that crowd that need to be done with politics including biden can we please put trump and biden in a nursing home,CONSERVATIVE,OTHER,ANTI
unban books republican,OTHER,OTHER,OTHER
thats a very good border billunlike the third reich tactics from the other side,LIBERAL,PRO,OTHER
wow speaker johnson and vp harris not exchanging any words that has to be awkward,LIBERAL,OTHER,OTHER
just wish hed point out that unless you are 100 american native indian you and we are immigrants even though im an aussie and feel native my blood line isnt and thats my point we are mostly all are migrants now matter where we live just really stoked i get to live in a democracy,OTHER,OTHER,OTHER
this is the leadership we need betterment not destruction vote blue love ya president biden,LIBERAL,OTHER,PRO
its funny he says political violence has no place in america in reference to jan 6th but was encouraging political violence all summer during the riots smdh what a joke,CONSERVATIVE,ANTI,OTHER
supreme court should hide in shame,LIBERAL,OTHER,OTHER
dont believe all the bots in the comments comments are easy to buy they are all saying the same thing and if you live in the usa you know everyone hates joe,CONSERVATIVE,OTHER,ANTI
mtg is trash,LIBERAL,OTHER,OTHER
johnson looked like he was afraid to agree with the president and was trying to clap unseen but was seen he just couldnt hold back,LIBERAL,PRO,OTHER
trump maga and gop members of the house should be hearing footsteps between the presidents words it is the sound of millions of voters walking to the voting booths and voting for biden and the democrats,LIBERAL,ANTI,PRO
who else is here to see if they edited his huge fart out of the speech,OTHER,OTHER,OTHER
its so nice to listen to a president that 1 knows what hes talking about 2 sincerely means everything he says and 3 you will never here him whine and cry i am proud to be a democrat i would vote for president biden any day of the week to end this i agree with everyone that the disrespect from the republicans is ridiculous you dont have to agree with the president by you should respect the office thank you president biden for a great speech,LIBERAL,ANTI,PRO
sickening to watch,CONSERVATIVE,OTHER,OTHER
mike johnson looks like hes stuck on the toilet seat,OTHER,OTHER,OTHER
its all bs and its bad for you,LIBERAL,OTHER,OTHER
mtg wearing a maga caphow juvenile and tasteless,LIBERAL,ANTI,OTHER
it was amazing thank you mr president please save america from evil and the devil trump and the republicans,LIBERAL,ANTI,OTHER
omfng byedon 2024 we love you joe drink more water prez maybe carry a mountain bike bottle mighty joe biden rocked the house,LIBERAL,OTHER,PRO
i have to admit that this tired old fart actually mananged to regain my vote this evening well done joe whether i like it or not are a true sliver of what is left of what our country has been and could eventually be this was the adept and cognizant president i had only dreamed to hear from today so sad that echo chambers will keep this from being heard anywhere else that this side of field,LIBERAL,OTHER,PRO
the middle class built america unions built the middle class absolutely,LIBERAL,OTHER,OTHER
how does a biden supporter change a lightbulb they dont biden just says he changed it and they all cheer in the dark,LIBERAL,OTHER,ANTI
ironic biden talks about democracy and freedom when he wants total governmental control of the 2nd amendment raids political opponents reinstate unconstitutional laws like roe v wade and threatened the us supreme court absolutely sickening how people still support this monster,OTHER,OTHER,ANTI
4 more years this was the best state of the union address ive heard in a very very long time president joe biden has good job mr president,LIBERAL,OTHER,PRO
sounds like biden is making america great again,LIBERAL,OTHER,PRO
just donated and voted in primary for president biden,LIBERAL,OTHER,PRO
wow and wow looks like he put a ton of oxygen into the air and some relief noticed those ridiculous republicans they cant even clap for the people who are making a difference poor sportsmanship completely,LIBERAL,OTHER,PRO
he is amazing makes trump look deaf dumb and blind,LIBERAL,ANTI,OTHER
what a lying pos biden is the worst president this country has ever had and its not even close,CONSERVATIVE,OTHER,ANTI
bidumb sure ranted tonightjust needed a cookie duster moustache to harken back to 1930s germany,LIBERAL,OTHER,ANTI
seemed like the state of trump and state of ukraine,LIBERAL,OTHER,OTHER
godbless american godbless democracy godbless president joe biden thanks all you do for us,LIBERAL,OTHER,PRO
biden is a real president not an orange clown vote blue support democracy,LIBERAL,OTHER,PRO
wow while i am not a us citizen biden was amazing he sounded strong did not ramble or go off course he is a president,LIBERAL,OTHER,PRO
unbelievable power and dynamic and competence 4 more yaers,LIBERAL,PRO,OTHER
you have to be insane to believe anything brandon says three years and negatives across the board democrats must think you are that stupid,CONSERVATIVE,OTHER,OTHER
mike johnson looked like his hemorrhoids were bothering him and hoped no one noticed marjorie green always making a statement even when her mouth is not running they should excort her out like the restaurants do for improper dress matt gates looks like he waiting for a teenager boebert actually looks very nice hopefully she does not open her mouth and ruin it joe biden what a great leader i dont care if the man ends up in a wheelchair he is the best to lead our nation forward in to the future to protect the world because to protect the world is to insure the protection of our great nation our people our children our future 4 more years,LIBERAL,OTHER,PRO
excellent thank you for saving democracy,LIBERAL,OTHER,OTHER
the best part was watching johnson sit behind joe not able to do anything because he knew his boss was watching him not even smile would of been a very uncomfortable 1hr 41min 25sec thats what you get when swear elegance to a wannabe dictator,LIBERAL,ANTI,PRO
google is putting in some serious work censoring the profuse amount of antibiden and antiliberaldemocrat sentiment in this countryworld these comments are hilarious and mine will be silenced and hidden because in a clown world the truth is dangerous when loud fools want to make themselves heard,OTHER,OTHER,ANTI
perhaps his son might be used as an example of paying your fair share of taxes,LIBERAL,OTHER,OTHER
proud republican here but there is no way id vote for republicans this year get majortrashygross out and keep bone spurs out,CONSERVATIVE,ANTI,OTHER
youre the one who is fked,OTHER,OTHER,OTHER
imagine being her parents and you hear your childs name mispronounced seriously and look how long to acknowledge and couldnt even say her name correctly,LIBERAL,OTHER,OTHER
this isnt the state of the unionthis is a campaign speech,LIBERAL,OTHER,OTHER
god i fkin hate the left,CONSERVATIVE,OTHER,ANTI
stumble stumble roomba activated,OTHER,OTHER,OTHER
anyone see those ear pieces in his ear,OTHER,OTHER,OTHER
was george santos there what,OTHER,OTHER,OTHER
thank you mr president,LIBERAL,PRO,OTHER
joey b in the house,LIBERAL,OTHER,PRO
mike johnson keeps nodding no great way to back up our president johnsons days are numbered theyll dump him like they dump everyone who doesnt bow to trump,CONSERVATIVE,PRO,OTHER
i often wonder if he will ever use the word abortion aka child sacrifice instead of pro choice why shy away from what it actually is if you are so adamantly for it,CONSERVATIVE,OTHER,OTHER
disgraceful no closed captioning for disabled viewers,LIBERAL,OTHER,OTHER
speech starts at 2640,OTHER,OTHER,OTHER
shut mtg up the most disrespectful human in that building someone shove that maga hat in her mouth,LIBERAL,OTHER,OTHER
lets give millionaires a tax cut oh sorry though trump was speaking ignore my message,OTHER,PRO,OTHER
you cant love your country only when you win,LIBERAL,OTHER,OTHER
11720 im sure his people are proud of him hes a disgrace hecklerssave it for the ballgame look at johnsonhe has no control over his hekler that show what kind of arty hes running,CONSERVATIVE,ANTI,OTHER
i watched the entire speech twice and it was just amazing,LIBERAL,PRO,OTHER
biden stopping to talk to nearly everyone shows he is a people person and that says a lot about his character i respect that,LIBERAL,OTHER,PRO
could mike johnson have acted more childish,LIBERAL,OTHER,OTHER
lol msdnc is the only place you get pro biden comments you msnbc viewers need better critical thinking skills,CONSERVATIVE,OTHER,PRO
this totally sucked rfk put out his own state of the union and it was amazing go watch it if you want to hear a real presidential candidate,CONSERVATIVE,OTHER,OTHER
joe belongs in a nursing home they mustve really pushed the amphetamines on him to make this speech since its well past his bed time,CONSERVATIVE,OTHER,ANTI
hes the knock down we need to get back up from lol,LIBERAL,OTHER,OTHER
if he was smart he would have gone home,CONSERVATIVE,OTHER,OTHER
i think republicans secretly wish they had a leader like biden,LIBERAL,OTHER,PRO
great coverage msnbc,LIBERAL,OTHER,OTHER
what an angary old man its a no for him when time to vote,CONSERVATIVE,OTHER,OTHER
i swear if kamala stand up one more time,LIBERAL,OTHER,OTHER
look at johnson behind biden he looks like he wants to say something soooo bad,LIBERAL,OTHER,OTHER
how rude to see members of congress chewing gum,CONSERVATIVE,OTHER,OTHER
do you respect trump,CONSERVATIVE,OTHER,OTHER
fjb and msnbc,LIBERAL,OTHER,OTHER
first words he said if i were smart bout as sharp as a bowling ball,OTHER,OTHER,OTHER
wasnt that special,LIBERAL,OTHER,OTHER
awesome state of the union address mr president god bless you and god bless america,LIBERAL,PRO,OTHER
so openly challenge the scotus to a power duel lets see how many future decisions go your way,LIBERAL,OTHER,OTHER
go biden show them how is it done,LIBERAL,OTHER,PRO
what language is he speaking i cant understand half of what hes saying,LIBERAL,OTHER,OTHER
four more beers four more beers,OTHER,OTHER,OTHER
mikey is sitting in a chair way too big for his small brain and heart not showing any gop pride tonight,CONSERVATIVE,OTHER,OTHER
notice how people smile and laugh when biden addresses themyouve never seen that under trump only anger hate and fear thats not us thats us as in us,LIBERAL,ANTI,PRO
four more years,LIBERAL,PRO,OTHER
highly surprised that an al woman issued the republican rebuttal shes definitely smarter than mtg but equally evil and bigoted plus shes from alabammy so what should one even expect at the university of alabama school of law in 2000 was literally the very first time i heard the theory that god created aids to wipe out and punish the gays i laughed so hard because i thought it was irony but everyone else just silently nodded thats when i realized that i had to return to my highly progressive home state of mississippi no hyperbole absolutely true story,LIBERAL,OTHER,OTHER
one thing is certaintrump has never nor is he capable of giving a speech like that,LIBERAL,ANTI,OTHER
trump 2024 maga loves america,CONSERVATIVE,PRO,OTHER
and theyre real actual plans to start a civil war thats one of the reasons theyre floating the countrysick people,CONSERVATIVE,OTHER,OTHER
shame on the supreme court,LIBERAL,OTHER,OTHER
when biden says he believes in america johnson was back there shaking good head i guess he doesnt believe in america,CONSERVATIVE,OTHER,ANTI
prune juice for all gop that look like they are constipated,LIBERAL,OTHER,OTHER
if anyone believes the lies hes telling then you probably shouldnt vote,LIBERAL,ANTI,OTHER
i know he is lying bc his mouth is moving,CONSERVATIVE,ANTI,OTHER
what about the ukraine not in yet,CONSERVATIVE,OTHER,OTHER
i really like the professional strong hit with u cant only love your country when u win sound like the way you would talk to your kids ball game,LIBERAL,OTHER,OTHER
democrats never defended row v wade never but sure lets believe genocide joe why would he lie,LIBERAL,OTHER,ANTI
it really seems as though the only people who would be on board with what is covered in this speech are very unaware of what is actually happening in the world probably have never left the us and their only source of info is the msm propaganda i am so glad i dont personally know anyone like that,OTHER,OTHER,ANTI
2035 hes such a piece of trash,CONSERVATIVE,OTHER,OTHER
everythings 10 times worse joe wake up who are you lying to,LIBERAL,OTHER,ANTI
wages up inflation down hahahahahaha,LIBERAL,OTHER,OTHER
the chuldra the children of the future aaaah yes let us never forget the chuldra,OTHER,OTHER,OTHER
remember if you dont vote for joe biden you aint really black yeah he really said that,LIBERAL,OTHER,PRO
sad we had a bill to deal with the border and when a complex bill negotiated by a conservative republican landed on their desk in less than a few hours of not even reading the bill they decided it was a nonstarter this is what the hardworking american people are paying those people to do they who sit there with pensions and great healthcare sucking up our hard earned money,LIBERAL,OTHER,ANTI
over an hour energized coherent morally clear you wont get that from trump heck you wont get that from any republican anymore and yet people pretend that he can barely speak anymore because our generation lives entirely off of a few 10 second clips,LIBERAL,OTHER,PRO
republicans calling biden a liar is calling the kettle black,LIBERAL,OTHER,PRO
these people dont even care whats happening to you or your country has they all get rich and america gets poorer,LIBERAL,OTHER,OTHER
im an aussie within the next year or so doesnt matter to me who wins my fear us watching drumpftrump ruin what is left of democracy because we have enough crazy low informed people due to sky news and parent company fox poisoning mainstream and that will destroy sovereignty around the world,LIBERAL,ANTI,OTHER
none of this bs is helping americans not pay over 3 a gal average 2300 groceries high intrest rates border problems endless wars just talk i cant atand this pos,CONSERVATIVE,OTHER,OTHER
this man is attacking your righteous in american heather constitution they are the attackers of democracy,LIBERAL,OTHER,OTHER
a president that doesnt have to stoop to name calling like a kid trapped in a man body,LIBERAL,ANTI,OTHER
msm now keep telling us how biden is senile saw none of that here,CONSERVATIVE,OTHER,PRO
i love my president,LIBERAL,PRO,OTHER
aid to the palestinians still republicans sit on their hands,LIBERAL,OTHER,OTHER
i just watched a old man yelling at everyone did like the same old left talking point of the rich need to pay their fair share does grumpy joe realize the top 10 percent of earners bore responsibility for 76 percent of all income taxes paid and the top 25 percent paid 89 percent of all income taxes,LIBERAL,OTHER,ANTI
the guy that weaponized the dollar and destroyed western hegemony is like they posed the great gravest threat to democracy whaaaa iz that like when you said that the blue houses in the panhandle of texas and lehaina still standing are because they had the right roofs you pos,LIBERAL,OTHER,OTHER
now our work is to make 4 more years happen lets massively vote blue,LIBERAL,OTHER,PRO
i didnt see any dementia from joe he used complete sentences wasnt slurring and actually made sense hes old but much more sane and coherent than trump,LIBERAL,ANTI,PRO
the speaker of the house is so disrespectful 4 more years,CONSERVATIVE,PRO,OTHER
this is what a president looks and sounds like not that pos that was 45,LIBERAL,ANTI,OTHER
well done magnificently addressed the main concerns of american citizens democracy peace the economy and of course the safeguarding of all humans basic human rights a campaign safely covered and landed on the ears of all americans yes all cause republican supporters couldnt and never stop to listen to what their leaders past and current could never ever deliver,LIBERAL,OTHER,PRO
this dude just said the perfect way to make immigrants avoid coming to the country 68 years to have a hearing is worth trying to come 6 months6 weeks weeks to have a hearing the risk is not worth coming over and nobody want to risk losing money and that will deter millions 6 weeks it is then joe biden hey buddy you cant be this backward wired have specific buildings on the border for immigrants to have their own hearings and kick them out that way stop saving illegal foreigners you dont them joeyou dont know who are the real criminals joe and who isnt you dont even know their names joesome people you are letting in are killing and beating your own people joe its not your obligation nor responsibility joe to take in other nationalities no one will do that for your people joejl you have given plane rides debit cards bus rides food shelter to them all joedo you have a system to feed shelter bus rides plane rides for the people that are in need here joe at some point the homeless has paid income taxes or still pay taxes from panhandling at the corner store every time they buy anything out the there either a bag of chips on down to a sprite they contributed to the country at one point in their lives once an american always an american joe,OTHER,PRO,ANTI
maga mike johnson needs to take trumps johnson out of his orfices,CONSERVATIVE,PRO,OTHER
would somebody please explain to the president that america is not a democracy the united states id a constitutional republic,CONSERVATIVE,OTHER,OTHER
that was the best address to congress i have ever heard president biden is cognitively on point and keenly intelligent bidenharris 2024,LIBERAL,OTHER,PRO
before this speech i felt joe would win in the upcoming election but this speech i truly believe cinched it i think it could actually be a landslide now,LIBERAL,OTHER,ANTI
mr president speaks more power voice and now i see usa alway strong and no need ma from trumpet and you will winner for sure again of the year 2024,LIBERAL,PRO,OTHER
didnt mention the most persecuted people in the country lgbt especially trans and the oppositions desire and intent to ban them as human beings and criminalize doctors therapists teachers parents and school counselor who help them live their lives with dignity,LIBERAL,OTHER,OTHER
i never heard a state of the union address where the president talked incessantly about his predecessor trump is the monkey on bidens back lol,LIBERAL,ANTI,PRO
may the odds be ever in your favor,LIBERAL,OTHER,OTHER
mike didnt know wether to crap or get off the pot you could see him holding back on agreement to many points,LIBERAL,OTHER,OTHER
did the president just gaslight everyone,LIBERAL,OTHER,OTHER
after 3 years in the office biden is still dividing americans after promising to unite he has nothing but money for ukraine and make ukraine great again,CONSERVATIVE,OTHER,ANTI
if the mike johnson bobble head doll behind the president wobbled anymore its head would have fallen off,LIBERAL,OTHER,OTHER
no one in there right mind would vote for joe this guy is destroying america,CONSERVATIVE,OTHER,ANTI
make education great again,CONSERVATIVE,PRO,OTHER
thats our president god bless him and god bless america,CONSERVATIVE,PRO,OTHER
the supreme court sat stone faced when they were singled out they sat with republicans not for americans not for better america what do republicans stand for when they sit for everything they demanded something done at the boarder republicans put together a bill to fix the problem now they wont sign it they tie bidens hand then blame him for the problem under the same laws trump i acted yet they wont pass a republican bill makes no sense they wont govern yet they want control,LIBERAL,OTHER,ANTI
it can only go down since its been the highest in history dummy,CONSERVATIVE,OTHER,OTHER
blah blah blah he always says shxt but nothing happens just bs,LIBERAL,OTHER,OTHER
joe house speaker johnson needs to hide his fake emotional responses more trump is watching,CONSERVATIVE,PRO,OTHER
biden reached podium at 2645 14125,OTHER,OTHER,OTHER
while trickle down economics may not have put much on joe bidens fathers table he was able to send four of his children to private schools that now have tuition of 40000 per year each so he could spend 160000 a year on their education but otherwise had to live on macaroni and cheese,LIBERAL,OTHER,ANTI
notice republicans just sit there without a smile i guess trump told mike j to sit down and be quiet,LIBERAL,ANTI,OTHER
how can you compare bidens excellence and decency to the self propelled greed of donald trump,LIBERAL,ANTI,PRO
dude is 95 dead at this point let him live out his last few months in a nursing home trump 2024,CONSERVATIVE,PRO,OTHER
look at this joe biden the man the right keeps telling the country is incompetent is too old cant run the country and he just gave a speech trump could only dream of giving we watch trump bumble around on stage as biden gives a heart felt powerful speech go joe show those anti american cult traitors on the right how its done,LIBERAL,ANTI,PRO
that no class mtg looks stupid in that red hat,LIBERAL,OTHER,OTHER
we prayed today for joe that his truth would shineaft brillant jobso proud i put my old biden harris election memorabilia with every saint surrounding them beautiful job thanks to you my aunt was a victim of a home abortionboth my grandma and granny were devout christians but believed 100 in womens choiceive always believed thisour bodies our selves again beautiful job mr president never sounding better to meyes wisdom comes with age,LIBERAL,PRO,OTHER
3rd lie there were no founding members of nato it was a treaty devised in europe and the us was invited to participate each of the countries signed the treaty together however the us congress did not ratify it immediately,LIBERAL,OTHER,OTHER
mtg should be removed,LIBERAL,OTHER,OTHER
johnson is a fool who does not like the truth shame on him he does not deserve the seat he sits in,LIBERAL,OTHER,OTHER
people are so naive,OTHER,OTHER,OTHER
president biden gave them magas a schalacking ha ha ha,LIBERAL,ANTI,PRO
the most corrupt president in history almost everything he said was bs,CONSERVATIVE,ANTI,OTHER
hope he is wearing a really big pair of depends to hold all the bull crap coming out of him,LIBERAL,ANTI,OTHER
genocide joe forgot his row never before has freedom democracy been under attack than today yeah because of you not putin you living infection,CONSERVATIVE,OTHER,ANTI
but biden will not commint to a debate directly with trump thats what the people want im surprised biden didnt fall of mix dead peoples names up with people who are alive,LIBERAL,PRO,OTHER
joe just caught lightning his predecessor must be consigned to the dustbin of history like a very bad dream this is a powerful wake up call you cant love your country only when you win,LIBERAL,OTHER,PRO
johnson was supposed to give him a formal introduction but biden missed his q ive never seen anything like this before very sad day indeed,LIBERAL,OTHER,ANTI
salad brain stop standing it lessens the affect dummy,LIBERAL,OTHER,OTHER
will someone please buy mtg a muzzle,LIBERAL,OTHER,OTHER
i think biden gave a good speach and i agree with most of what he said,LIBERAL,OTHER,PRO
fantastic speech president biden love your vision getting things done for the citizens building up america lets get things done,LIBERAL,OTHER,PRO
sleepy joe had better watch himself he was kissy kissy with several of the ladies the gop may launch yet another investigation into his humanity,CONSERVATIVE,OTHER,ANTI
mr president you are all that a bag of chips and an eskimo pie for dessert,OTHER,PRO,OTHER
i wonder what the net worth of all these people combined i also wonder what is their annual salaries the lastly i wonder just how much of a difference is their net worth compared to their actual salaries i mean how are they all millionaires when they only make 100k200k a year,OTHER,OTHER,OTHER
msnbc is absolutely faded news boycott this station,CONSERVATIVE,OTHER,OTHER
biden begins speaking at 2650 for those not here for the pomp and circumstance,LIBERAL,OTHER,PRO
get down president biden set the record straight,LIBERAL,OTHER,PRO
oh no president biden half the republicans dont know how to read,LIBERAL,OTHER,PRO
he doesnt need reading glasses yetunbelievably,CONSERVATIVE,OTHER,OTHER
i love my president the best 4 more years,CONSERVATIVE,PRO,OTHER
joeys a dual citizen in china,CONSERVATIVE,OTHER,OTHER
hes only saying this just because election is right around the corner,CONSERVATIVE,OTHER,OTHER
imagine the fundraising now joe is the american president democracy does work,LIBERAL,OTHER,PRO
mike johnson keeps shapeshifting anyone notice,OTHER,OTHER,OTHER
biden supporters are weirdos that expect everything handed to them and also any foreign country that plays needy,CONSERVATIVE,OTHER,ANTI
thank you mr president for your amazing state of the union you addressed everything this country needs to discusse i could never be more proud of a president then i was of you tonight you give us all hope again to keep democracy safe under your watch vote blue not insane orange,LIBERAL,PRO,OTHER
one could almost feel sympthay for johnson he is likely being watched closely by trump and cannot applaud,LIBERAL,PRO,OTHER
thanx to u potus biden 1st lady jillwe all needed this man to speak hope lift us americans out of the endless tyrannical gibberish of that goon trump,LIBERAL,ANTI,PRO
lol how many of these people leaving comments are part of the democratic establishment andor got paid to pretend like joe has supporters,OTHER,OTHER,ANTI
he didnt mention anything about letting millions of illegals into america after his administration said its been secure since he took office and it wasnt a speech he was yelling the whole time plus he never addressed the inflation rate or united with both parties sounded more like a campaign stunt than anything,CONSERVATIVE,PRO,ANTI
biden ready to replace fdr in history trump falling below hoover by farreality,LIBERAL,ANTI,PRO
johnson is the banality of evil,LIBERAL,OTHER,OTHER
im very disappointed with this speech it was very divisive much like past speeches my suggestion to the folks out there in this time period versus those from the 90s and earlier take some time and really read the history of all policies from the past all the way to the current president our country has had its ups and downs but it was never drowning like this administration has made it with inflation a housing crisis unnecessary wars a biden app invasion and the taking away of jobs by closing an oil pipeline for us workers thats unconstitutional and unamerican theater and nice words are not what this country needs right now our federal government needs to step up and help all borders of all fifty states illegals need to be returned to where they came from drughuman trafficking needs to end and indoctrination of children needs to end our country needs unity a growth mindset eg libertarian way of thinking and a lot of prayer furthermore politics shouldnt matter anymore the truth is what sets us freepraise god and amen,OTHER,ANTI,ANTI
biden hit it out of the park i dont know how it could have been more perfect 4 more years,LIBERAL,OTHER,PRO
i hope they frisked mikey before they let him take that seat,LIBERAL,OTHER,OTHER
2nd lie trumps actual quote was putin can do whatever he wants because the current administration is too weak to do anything,LIBERAL,ANTI,OTHER
political violence has no place in america and i see 1 republican clapping they never seem to disappoint,LIBERAL,OTHER,OTHER
great job joe you have our vote in november,LIBERAL,OTHER,PRO
pathetic mike supreme court justices,LIBERAL,OTHER,OTHER
degeneracy in motion,CONSERVATIVE,OTHER,OTHER
war drums old ppl trying to send young ppl to die as usual,LIBERAL,OTHER,OTHER
hes such a baller proud of joe tonight,LIBERAL,OTHER,PRO
anyone not clapping at the statement that trump saying putin can do whatever he wants is unacceptable should be forcibly put on a oneway flight to moscow,LIBERAL,PRO,OTHER
repugnant republicans are not for a,LIBERAL,OTHER,OTHER
i love this speech,LIBERAL,PRO,OTHER
repeal the windfall tax for police officers,LIBERAL,OTHER,OTHER
his speech is really bothering johnson he has no excuse for what he is allowing in the house,LIBERAL,OTHER,OTHER
proud to be american again,CONSERVATIVE,PRO,OTHER
no one shakes lauren boberts hand cuz they know where its been,LIBERAL,OTHER,OTHER
joe biden is a man of honor trustworthiness and decency to me he represents an america of the future and progress an america you can trust what a difference from the hate speaker dt god bless you joe biden and america best regards from deutschland,LIBERAL,OTHER,PRO
great speech great delivery covered all the main issues in a lot of detail wow increased optimism for the fight ahead biden you want to take away womens reproductive rights my god what other rights do you want to take away biden hit trump hard with blunt statements he never used trumps name from what i recall,OTHER,ANTI,PRO
biden and the democrats provided plenty of material to the republicans for commercial ads for president donald trumps campaign ads 4 more years 4 more years 4 more years of biden senseless dangerous disastrous policies and war on america they shouted this would make a fantastic campaign ad for maga and president trump would approve the message,CONSERVATIVE,PRO,ANTI
maybe we should ban taking money from china there big guy,CONSERVATIVE,OTHER,OTHER
the middle class built the country,LIBERAL,OTHER,OTHER
epic speech tonight from president biden,LIBERAL,OTHER,PRO
looks like a workout being in that crowd,CONSERVATIVE,OTHER,OTHER
he said tax breaks for the people not the rich thats why republicans didnt stand,LIBERAL,OTHER,OTHER
whoever says joe cant speak are pretty much stupid donald stupid,LIBERAL,ANTI,PRO
2645 skip the nothing when biden starts speaking look out the scotus look miserable and guilty like thieves when the camera pppans over to them as biden speaks on roe v wade a great speech,LIBERAL,OTHER,PRO
america is lucky to have biden,LIBERAL,OTHER,PRO
im glad he put the scotus on blast,LIBERAL,PRO,OTHER
we need fresh blood lol,OTHER,OTHER,OTHER
joe biden is a man of honor trustworthiness and decency to me he represents an america of the future and progress an america you can trust what a difference from the hate speaker dt god bless you joe biden and america beste grüße aus deutschland,LIBERAL,OTHER,PRO
im goin to joeys house and gonna take my fair share he can afford it,LIBERAL,OTHER,OTHER
128 who are those guys,OTHER,OTHER,OTHER
this was a great speech by president biden and a poor response by the republicans and the good senator from alabama was a bit phony and melodramatic the gop wants to use its ace card immigration but president biden had already mentioned that the maga republicans dont want good border legislation because they want to campaign on it,LIBERAL,ANTI,PRO
old foo he cant stop netanyahu hes a weakling he wont keep his promiseshe can only speak beautifully so that they elect him,LIBERAL,OTHER,OTHER
lauren bobblehead isnt getting much attention at all,CONSERVATIVE,OTHER,OTHER
grumpy old man yelling yup he needs a nap,LIBERAL,OTHER,OTHER
this is all we got the usa is fuked,OTHER,OTHER,OTHER
mike johnson gave an interview afterwards and said everything thing he said was false,CONSERVATIVE,OTHER,OTHER
chicken little preaching false numbers and haha you swallowed it amazing,CONSERVATIVE,OTHER,OTHER
love how president biden knows the history of our country and grew up in the middle class experiencing much of what we have and saw its decline as we have love how president biden wants to turn the tables and take our country back from those who are willing to sell their souls to big corporations love how president biden stands up for womens rights love how president biden stands up for kids their education and their ability to live in a home there parents can afford instead of having to work 2 jobs with no benefits love how president biden sees how to build up our country again by making products at home and having unions i love president biden,LIBERAL,OTHER,PRO
outpouring of love for our president,LIBERAL,PRO,OTHER
imagine if any of this was true,LIBERAL,OTHER,OTHER
we should all thank biden for adding millions of jobs that can help us support our families join the union and know your worth as a worker,LIBERAL,OTHER,PRO
watching this at 2x speed makes him sound coherant,LIBERAL,OTHER,OTHER
i cant wait to hear what the view thinks of this sotu,LIBERAL,OTHER,OTHER
