Tweet,Ideology
"['break', 'trump', 'declar', 'month', 'april', 'nation', 'sexual', 'assult', 'awar', 'month', 'anyon', 'els', 'guess', 'late', 'friday', 'easter', 'weekend']",Liberal
"['vote', 'trump', 'liber', 'ill']",Conservative
"['marklevinshow', 'soul', 'slaughter', 'attack', 'presid', 'conservativereview', 'mark', 'right', 'nz', 'mosqu', 'attack', 'noth', 'trump', 'walkaway', 'jexodu', 'jobsnotmob', 'stoptheindoctrin', 'trump']",Conservative
"['dnc', 'prop', 'centrist', 'liber', 'distract', 'messag', 'n', 'lose', 'agaist', 'trump', 'continu', 'push', 'moder', 'solut']",Conservative
"['plead', 'dont', 'see', 'anoth', 'way', 'respond', 'he', 'sycoph', 'sure', 'wasnt', 'critic', 'trump', 'watch', 'abus', 'author', 'whistleblow', 'gop']",Liberal
"['trump', 'incompet', 'world', 'stage', 'alreadi', 'caus', 'death', 'amp', 'destabil', 'presid', 'histori']",Liberal
"['stop', 'blame', 'flotu', 'trumpcrimefamili', 'problem', 'realdonaldtrump', 'offic', 'along', 'famili', 'buddi', 'usa', 'move', 'back', 'rank', 'corrupt']",Liberal
"['regardless', 'whether', 'like', 'republicanparti', 'democraticparti', 'often', 'wonder', 'realdonaldtrump', 'forget', 'kim', 'realli', 'realli', 'bad', 'human', 'pretti', 'certain', 'term', 'trump', 'understand', 'bad', 'hombr']",Liberal
"['tweet', 'deet', 'avail', 'profit', 'go', 'trump', 'vet', 'homeless', 'realli', 'matter', 'alreadi', 'make', 'impact']",Conservative
"['one', 'buy', 'crap', 'redwav', 'mean', 'toxic', 'red', 'tide', 'kill', 'fish', 'turtl', 'manate', 'coast', 'florida', 'republican', 'scott', 'trump', 'epa', 'fail', 'florida', 'vote', 'whpresscorp', 'potu', 'wrong', 'agian']",Liberal
"['dont', 'get', 'twist', 'trump', 'win', 'prepar', 'chang', 'futur', 'democrat', 'domesticterror']",Liberal
"['basic', 'trump', 'commit', 'voter', 'fraud', 'worri', 'impotu']",Liberal
"['hey', 'none', 'matter', 'realdonaldtrump', 'guarante', 'putin', 'usa', 'love', 'give', 'dem', 'bet', 'trump', 'win', 'merri', 'christma', 'happi']",Conservative
"['great', 'ride', 'lot', 'great', 'trump', 'support', 'mani', 'train', 'thank', 'allow']",Conservative
"['question', 'want', 'command', 'trump']",Conservative
"['kiss', 'legaci', 'good', 'bye', 'definit', 'realli', 'chang', 'sinc', 'trumpwon', 'dem', 'stonecoldlos', 'observ']",Conservative
"['plastic', 'face', 'nanci', 'need', 'eye', 'check', 'stand', 'fact', 'presid', 'trump', 'love', 'hate', 'teamtrump', 'nancypelosi', 'plasticn']",Conservative
"['trump', 'almost', 'start', 'war', 'yesterday', 'decid', 'mayb', 'could', 'wait', 'anoth', 'week', 'especi', 'sinc', 'schedul', 'seem', 'air', 'would', 'nice', 'might', 'take', 'constitut', 'step', 'includ', 'congress']",Liberal
"['hey', 'ussupremecourt', 'oppos', 'realdonaldtrump', 'muslimban', 'directli', 'impactd', 'lgbtq', 'peopl', 'amp', 'tear', 'famili', 'apart', 'read', 'nqapia', 'amicu', 'brief', 'nobannowal', 'neveragain']",Liberal
"['lesleystahl', 'reveal', 'trump', 'presid', 'unit', 'state', 'grossli', 'dishonest', 'woefulli', 'congenit', 'incap', 'admit', 'error', 'demonstr', 'kind', 'moral', 'intellectu', 'growth']",Liberal
"['trump', 'candid', 'long', 'rope', 'short', 'drop', 'found', 'guilti', 'treason', 'gop', 'need', 'die']",Liberal
"['trump', 'admin', 'award', 'contract', 'far', 'normal', 'price', 'bankrupt', 'compani', 'employe', 'liberateamericafromtrump']",Liberal
"['america', 'nation', 'builder', 'bureaucrat', 'shouldnt', 'hold', 'us', 'back', 'clarksvil', 'clarksvilletn', 'montgomerycounti', 'nashvil', 'tennesse', 'infrastructur', 'unitedst', 'donaldtrump', 'news']",Conservative
"['glad', 'see', 'gop', 'care', 'much', 'preserv', 'voter', 'right', 'candid', 'behind', 'realdonaldtrump', 'would', 'everyon', 'ass', 'get', 'everi', 'vote', 'count']",Liberal
"['gon', 'na', 'trump', 'tweet', 'like', 'vote', 'tmr', 'vaccin', 'nov', 'ps', 'believ', 'beyond', 'help']",Liberal
"['ignor', 'childish', 'democrat', 'tweet', 'bypass', 'coffe', 'trump', 'tower', 'serious', 'anyon', 'realli', 'give', 'hoot', 'moron', 'bet', 'next', 'tweet', 'bypass', 'toilet', 'use', 'pant', 'foxnew']",Conservative
"['coronavirusupd', 'would', 'trump', 'one', 'discuss', 'experiment', 'drug', 'let', 'medic', 'commun', 'take', 'charg', 'coronaviru', 'msnbc']",Liberal
"['crimin', 'hilari', 'said', 'cole', 'mine', 'compani', 'thank', 'presid', 'trump']",Conservative
"['us', 'presid', 'donaldtrump', 'drawn', 'line', 'sand', 'assassin', 'qassemsoleimani', 'dare', 'iran', 'cross', 'fallout', 'death', 'reverber', 'across', 'globe', 'write', 'praveenswami']",Liberal
"['ontario', 'dougford', 'secret', 'govern', 'report', 'say', 'public', 'doesnt', 'like', 'conserv', 'dougford', 'educ', 'drastic', 'cut', 'contrari', 'doug', 'publicli', 'claim', 'experienc', 'lie', 'decept', 'effect', 'donaldtrump', 'use', 'doug', 'ford']",Liberal
"['god', 'put', 'trump', 'white', 'hous', 'sent', 'pillow', 'messag', 'sure', 'sign', 'time', 'put', 'rest', 'right']",Liberal
"['donald', 'kany', 'sound', 'like', 'world', 'worst', 'sitcom', 'douch', 'fox']",Liberal
"['bill', 'gate', 'leader', 'gitmo', 'answer', 'crime', 'human', 'realdonaldtrump', 'gop', 'marshablackburn']",Conservative
"['donaldtrump', 'destroy', 'deep', 'state', 'swamp', 'destroy', 'constitut', 'republ']",Conservative
"['dictatortrump', 'unconstitut', 'usual', 'impos', 'tariffwar', 'lose', 'court', 'usual', 'america', 'protect', 'least', 'facist', 'take', 'scotu', 'alreadi', 'gop', 'thu', 'congress']",Liberal
"['trump', 'need', 'go', 'somewher', 'els', 'everyon', 'follow', 'twitter', 'left', 'dem', 'liber']",Conservative
"['two', 'choic', 'two', 'goddamn', 'popular', 'contest', 'vote', 'democrat', 'parti', 'line', 'vote', 'america', 'vote', 'trump', 'everyth', 'brought', 'resist']",Liberal
"['ignor', 'clueless', 'woman', 'ignor', 'clueless', 'syphocant', 'husband', 'mschlapp', 'need', 'stfu', 'amp', 'stop', 'lie', 'lie', 'liarinchief', 'trump', 'gone', 'forget', 'traitor', 'trumpnotfitforoffic']",Liberal
"['could', 'caus', 'panic', 'much', 'better', 'even', 'potu', 'right', 'mind', 'would', 'speak', 'word', 'trump', 'talk', 'respect', 'show', 'none', 'noth', 'flub', 'come', 'trump', 'mouth', 'daili', 'enough']",Liberal
"['day', 'start', 'walk', 'austin', 'tx', 'whitehous', 'honor', 'lord', 'god', 'almighti', 'peopl', 'may', 'say', 'evil', 'cling', 'good', 'realdonaldtrump', 'help', 'christian', 'peopl', 'south', 'africa', 'brutal', 'persecut', 'let']",Conservative
"['democrat', 'democraticparti', 'thrown', 'constitu', 'bu', 'time', 'time', 'walkawayfromdemocrat', 'walkaway', 'affect', 'trump']",Conservative
"['begin', 'begin', 'end', 'realdonaldtrump', 'illeg', 'alien', 'wife', 'kushner', 'mole', 'child', 'embarrass', 'amp', 'compromis', 'gop', 'offici', 'turn', 'eye', 'treason']",Liberal
"['thank', 'housemanag', 'remark', 'job', 'provid', 'fact', 'timelin', 'donaldtrump', 'action', 'lead', 'impeach', 'need', 'remov', 'witnessesanddocu']",Liberal
"['mentalcaseoftheday', 'goe', 'thou', 'former', 'fbi', 'director', 'jame', 'comey', 'say', 'donald', 'trump', 'moral', 'unfit', 'presid', 'psychobabbl', 'remark', 'sunday', 'night', 'abc', 'comeyinterview', 'lockhimup']",Conservative
"['trump', 'famili', 'dealt', 'legal', 'blow', 'pyramidschem', 'lawsuit', 'set', 'play', 'public', 'raw', 'stori']",Conservative
"['trump', 'unfit', 'crimin', 'terroristtrump', 'like', 'see', 'democrat', 'present', 'proof', 'block', 'senat', 'trial', 'impeach', 'remov', 'bill', 'barr', 'mani', 'distract', 'wast', 'time', 'unbeliev']",Liberal
"['least', 'trump', 'candid', 'open', 'peopl', 'someth', 'presid', 'long', 'time', 'sound', 'like', 'kamala', 'harri', 'want', 'carri', 'tradit', 'keep', 'everyon', 'dark', 'anoth', 'typic', 'establish', 'globalist']",Conservative
"['exactli', 'doj', 'relat', 'fire', 'evid', 'obstruct', 'trump', 'congressdotgov', 'gop']",Liberal
"['lie', 'hate', 'intent', 'decept', 'danger', 'unstabl', 'trump', 'gop', 'could', 'prevent', 'happen', 'nation', 'day', 'prayer', 'turn', 'nation', 'day', 'hatr', 'gopbetrayedamerica', 'trumpnotfitforoffic', 'nationaldayofpray']",Liberal
"['honestli', 'feel', 'need', 'bash', 'presid', 'let', 'see', 'better', 'oh', 'yea', 'that', 'right', 'busi', 'bitch', 'someth', 'wouldnt', 'ball', 'donaldtrump']",Conservative
"['oregon', 'primari', 'may', 'write', 'name', 'ewarren', 'want', 'voic', 'heard', 'amp', 'want', 'affirm', 'elizabethwarren', 'best', 'candid', 'far', 'amp', 'still', 'best', 'person', 'lead', 'countri', 'abyss', 'donald', 'trump', 'warren']",Liberal
"['especi', 'sinc', 'lifelong', 'republican', 'rwpusa', 'decid', 'best', 'way', 'stop', 'trump', 'suddenli', 'becom', 'democrat', 'start', 'potenti', 'divis', 'primari', 'great', 'dem', 'incumb', 'sentinasmith', 'make', 'sens', 'unless', 'painter', 'ulterior', 'motiv']",Liberal
"['absolut', 'dem', 'throw', 'anyth', 'trump', 'see', 'stick', 'trump', 'derang', 'syndrom', 'real', 'thing', 'sad', 'swamp']",Conservative
"['presid', 'donald', 'trump', 'five', 'day', 'review', 'memo', 'determin', 'whether', 'public', 'view', 'document', 'deadlin']",Liberal
"['trump', 'gop', 'final', 'say', 'loud', 'care', 'law']",Liberal
"['corrupt', 'trump', 'even', 'like', 'trump', 'matter', 'fact', 'politician', 'corrupt', 'corrupt', 'govern', 'fact', 'fact', 'fact']",Liberal
"['mood', 'exactli', 'vote', 'trump', 'exactli', 'friendli', 'remind', 'vote', 'realdonaldtrump']",Conservative
"['jan', 'trump', 'ask', 'worri', 'pandem', 'total', 'control', 'one', 'person', 'come', 'china', 'control', 'go', 'fine', 'dont', 'let', 'rewrit', 'histori', 'coronaviru', 'trump']",Conservative
"['cant', 'wait', 'see', 'articl', 'impeach', 'hous', 'judiciari', 'conjur', 'week', 'inquiri', 'absolut', 'noth', 'histori', 'kind', 'hous', 'reflect', 'strength', 'democratfailur', 'trump']",Conservative
"['dem', 'respond', 'thought', 'prayer', 'immigr', 'crisi', 'gop', 'think', 'p', 'enough', 'solv', 'mass', 'shoot', 'ca', 'enough', 'stop', 'migrant', 'caravan', 'gop', 'menoflittlefaith']",Liberal
"['truli', 'dont', 'even', 'listen', 'presid', 'last', 'year', 'serious', 'whole', 'gop', 'parti', 'built', 'hatr', 'bigotri', 'lie', 'trump', 'epitom', 'satan', 'evil', 'disgust', 'corpor', 'form']",Liberal
"['trump', 'insan', 'clown', 'presid', 'subvert', 'nato', 'allianc', 'ignor', 'incompet', 'daili', 'disgrac', 'america', 'dem']",Liberal
"['ti', 'settl', 'eh', 'marlian', 'far', 'je', 'fun', 'donaldtrump']",Conservative
"['press', 'hous', 'follow', 'rule', 'impeach', 'proceed', 'would', 'right', 'realdonaldtrump', 'senatemajldr']",Liberal
"['donaldjtrump', 'presid', 'watch', 'oann', 'pearson', 'sharp', 'accomplish', 'excel']",Conservative
"['donaldtrump', 'liar', 'trump', 'white', 'hous', 'claim', 'pandem', 'plan', 'along', 'via', 'msnbc']",Liberal
"['complet', 'bullsh', 'realdonaldtrump', 'never', 'ever', 'said', 'antisemit', 'daughter', 'grandkid', 'son', 'jewish', 'democrat', 'scam', 'bless', 'pittsburghsynagogu', 'viva', 'realdonaldtrump']",Conservative
"['gop', 'ceas', 'even', 'pretend', 'govern', 'peopl', 'order', 'busi', 'unseat', 'gop', 'impeachtrump', 'trump']",Liberal
"['id', 'beg', 'die', 'sing', 'support', 'chines', 'communist', 'doesnt', 'realdonaldtrump', 'take', 'china', 'task', 'concentr', 'camp']",Liberal
"['realli', 'need', 'talk', 'putin', 'asylum', 'putinspuppet', 'webelievemuel', 'criminaltrump', 'racistpresid']",Liberal
"['doubt', 'real', 'love', 'notmypresid', 'hahahahahaa', 'maga', 'kag', 'draintheswamp']",Conservative
"['part', 'houston', 'start', 'close', 'store', 'restaur', 'cant', 'tell', 'your', 'still', 'vacat', 'hawaii', 'quarantinelif', 'coronavirusoutbreak', 'houston', 'coronaviru', 'milleni', 'donaldtrump']",Conservative
"['fun', 'watch', 'realdonaldtrump', 'give', 'state', 'union', 'speech', 'follow', 'live', 'trump', 'speech', 'amp', 'play', 'trumpsamerica', 'bingo', 'wonder', 'make', 'earli', 'appear', 'sotu']",Liberal
"['surpris', 'major', 'countri', 'music', 'commun', 'simpl', 'mine', 'gun', 'right', 'fanat', 'bigot', 'support', 'right', 'wing', 'gop', 'hate', 'group', 'infest', 'parti', 'anoth', 'one', 'countrymus', 'shaniatwain', 'trump']",Liberal
"['republican', 'peopl', 'crazi', 'hate', 'use', 'term', 'drink', 'liter', 'noth', 'els', 'describ', 'swallow', 'trumpdict', 'want', 'swallow', 'bolton', 'news', 'chang', 'calculu', 'republican']",Liberal
"['favorit', 'part', 'realdonaldtrump', 'difficulti', 'tri', 'kiss', 'hate', 'yet', 'eas', 'macron', 'got', 'around', 'potu', 'gop']",Conservative
"['pelosi', 'idiot', 'like', 'democrat', 'politician', 'usa', 'fewer', 'coronaviru', 'ill', 'countri', 'realdonaldtrump', 'action']",Conservative
"['trump', 'clue', 'replac', 'aca', 'presid', 'provid', 'poor', 'american', 'afford', 'healthcar', 'drive', 'deeper', 'debt', 'bradleyhartliep', 'america', 'republican', 'choic', 'presid']",Liberal
"['dude', 'work', 'kid', 'still', 'day', 'care', 'day', 'care', 'close', 'due', 'trumpplagu', 'wife', 'close', 'busi', 'ceo', 'lay', 'employe', 'dude', 'could', 'take', 'care', 'kid', 'day', 'dude', 'he', 'drain', 'societi']",Liberal
"['exactli', 'trump', 'prais', 'say', 'gop', 'divid', 'sheeeessh']",Conservative
"['court', 'document', 'trump', 'violent', 'rape', 'year', 'old', 'partner', 'went', 'prison']",Liberal
"['come', 'clean', 'air', 'gov', 'oregongovbrown', 'presid', 'realdonaldtrump', 'wildfir', 'smoke', 'fireseason']",Liberal
"['anoth', 'typic', 'republican', 'tri', 'honor', 'disagre', 'realdonaldtrump', 'go', 'get', 'go', 'hell', 'vote', 'right', 'back', 'offic', 'phoni']",Liberal
"['ned', 'think', 'make', 'differ', 'degre', 'current', 'role', 'one', 'he', 'vy', 'dont', 'think', 'republican', 'led', 'congress', 'gut', 'deni', 'trump', 'anyth', 'doubt', 'usagsess', 'gut', 'either', 'look', 'shred', 'hope']",Conservative
"['strategi', 'next', 'shutdown', 'design', 'drive', 'pelosi', 'even', 'nuttier', 'realdonaldtrump', 'use', 'eo', 'pay', 'govern', 'group', 'like', 'coast', 'guard', 'tsa', 'border', 'patrol', 'rest', 'go', 'unpaid', 'epa', 'doe', 'declar', 'hous', 'rep']",Conservative
"['dem', 'find', 'trump', 'bigger', 'microphon', 'work']",Conservative
"['tell', 'administr', 'incompet', 'ca', 'priorit', 'live', 'citizen', 'protect', 'treason', 'also', 'tell', 'reach', 'cover', 'impeach', 'trumpchosegolf', 'coronaviru']",Liberal
"['impotu', 'realdonaldtrump', 'dementia', 'crew', 'would', 'look', 'home', 'sit', 'togeth', 'common', 'area', 'nurs', 'home', 'one', 'bad', 'one']",Liberal
"['dem', 'trump', 'hire', 'lawyer', 'cohen', 'commit', 'crime', 'trump', 'want', 'someon', 'commit', 'crime', 'would', 'hire', 'clinton']",Liberal
"['gop', 'member', 'break', 'law', 'thedemocrat', 'ca', 'appli', 'constitut', 'unit', 'state', 'america', 'articl', 'section', 'lindsey', 'graham', 'lose', 'defend', 'trump', 'lynch', 'tweet', 'via', 'youtub']",Conservative
"['trump', 'thought', 'could', 'way', 'far', 'late']",Liberal
"['respect', 'u', 'sir', 'independ', 'thinker', 'listen', 'trump', 'shovel', 'shit', 'way', 'becam', 'republican', 'presid', 'trash', 'talk', 'countri', 'blk', 'ppl', 'jew', 'immigr', 'becam', 'potu', 'crook', 'liar']",Liberal
"['trump', 'support', 'foxnew', 'viewer', 'less', 'two', 'week', 'hoax', 'amp', 'danger', 'pandem', 'trump', 'lie', 'fox', 'lie', 'buy', 'believ', 'well', 'make', 'sick']",Liberal
"['justic', 'depart', 'back', 'rule', 'say', 'obamacar', 'complet', 'struck', 'trump', 'gop']",Conservative
"['spent', 'trillion', 'make', 'sure', 'trump', 'famili', 'uber', 'rich', 'friend', 'could', 'save', 'million', 'tax', 'rather', 'clean', 'planet']",Liberal
"['keep', 'mind', 'went', 'pandem', 'scenario', 'trump', 'good', 'manag']",Liberal
"['trump', 'surreal', 'alternateunivers', 'coronaviru', 'trump', 'said', 'go', 'good', 'said', 'number', 'coronaviru', 'case', 'gone', 'us', 'report', 'death', 'cnnpolit']",Liberal
"['americanair', 'new', 'servic', 'flight', 'crew', 'match', 'destin', 'democrat', 'crew', 'chicago', 'mexican', 'crew', 'mexico', 'christiancrew', 'religi', 'convent', 'etc', 'special', 'dt', 'support', 'realdonaldtrump', 'michellemalkin']",Conservative
"['parti', 'system', 'work', 'gop', 'longer', 'function', 'trump', 'era', 'destroy', 'credibl', 'realdonaldtrump', 'amp', 'bu', 'load', 'associ', 'amp', 'codefend', 'imprison', 'gop', 'member', 'hold', 'head', 'digniti', 'pride']",Liberal
"['noth', 'left', 'polici', 'appear', 'republican', 'sole', 'realdonaldtrump', 'simpli', 'fleec', 'america', 'wont', 'matter', 'reelect', 'file', 'bankruptci', 'write', 'continu', 'fleec', 'america']",Liberal
"['stik', 'fair', 'deal', 'arrog', 'ignor', 'way', 'way', 'egypt', 'ethiopia', 'sourc', 'nile', 'repres', 'peopl', 'tri', 'hard', 'fair', 'us', 'pressur', 'egypt', 'drop', 'phoni', 'tactic', 'demand', 'strik', 'fair', 'deal', 'realdonaldtrump']",Conservative
"['hope', 'trumpparti', 'gop', 'rnc', 'go', 'flame', 'week', 'testimoni', 'bet', 'shredder', 'delet', 'button', 'fire']",Liberal
"['highli', 'recommend', 'stabl', 'geniu', 'philipruck', 'amp', 'carolleonnig', 'compel', 'first', 'draft', 'histori', 'trump', 'administr', 'requir', 'read', 'voter']",Liberal
"['realdonaldtrump', 'parscal', 'think', 'presid', 'respons', 'open', 'republ', 'safe', 'let', 'face', 'wed', 'rather', 'presid', 'trump', 'care', 'keep', 'promis', 'career', 'politician', 'bureaucrat', 'amp', 'governor', 'never', 'amp', 'never']",Conservative
"['theori', 'gowdi', 'complicit', 'trumprussia', 'given', 'choic', 'quit', 'charg', 'doj', 'minim', 'us', 'impact', 'get', 'lesser', 'player', 'way', 'imagin', 'worldwid', 'chao', 'doj', 'admit', 'trump', 'realli', 'elect', 'elect', 'hack', 'half', 'gop', 'indict']",Conservative
"['haleybarbour', 'breakdown', 'girlfriend', 'hillaryclinton', 'wow', 'tatiana', 'win', 'jackson', 'miss', 'ap', 'former', 'mississippi', 'gov', 'haleybarbour', 'arrest', 'load', 'handgun', 'secur', 'checkpoint', 'airport', 'hey', 'guy', 'tatiana', 'trump']",Conservative
"['dislik', 'mean', 'sexual', 'scandal', 'brew', 'deep', 'heart', 'sycoph', 'derail', 'gt', 'trump', 'expect', 'fed', 'nomine', 'say']",Conservative
"['fear', 'dismay', 'god', 'strengthen', 'ye', 'help', 'uphold', 'righteou', 'right', 'hand', 'isaiah', 'realdonaldtrump']",Conservative
"['dear', 'tedlieu', 'fabric', 'impeach', 'process', 'bill', 'taxpay', 'sign', 'keepamericagreat', 'donaldjtrump']",Conservative
"['exclus', 'key', 'trump', 'health', 'offici', 'spend', 'million', 'consult', 'politico', 'gop', 'gop', 'corrupt']",Liberal
"['understand', 'vote', 'hillari', 'lesser', 'evil', 'there', 'doubt', 'would', 'better', 'presid', 'trump', 'lowest', 'bar', 'imagin', 'deepli', 'flaw', 'candid', 'rig', 'dnc', 'favor', 'reason', 'candid', 'would', 'beaten', 'trump']",Liberal
"['connect', 'trump', 'support', 'fight', 'social', 'liber']",Conservative
"['donald', 'justic', 'come', 'trust', 'your', 'corrupt', 'everyon', 'keep', 'mouth', 'shut', 'your', 'screw', 'presid', 'your', 'screw', 'gop', 'whistleblow']",Liberal
"['trump', 'entir', 'presid', 'wrong', 'system', 'go', 'peopl', 'like', 'gop', 'pervert']",Liberal
"['trump', 'gop', 'want', 'entir', 'afford', 'care', 'act', 'struck', 'outcom', 'sever', 'consequ', 'million', 'patient', 'amjoy', 'healthcar']",Liberal
"['realdonaldtrump', 'buildthewallnow', 'get', 'senmajldr', 'mcconnel', 'get', 'move', 'support', 'effort']",Conservative
"['coronapocolyps', 'coronavirusoutbreak', 'die', 'hard', 'older', 'trump', 'support', 'florida', 'still', 'play', 'tenni', 'feel', 'confid', 'trump', 'everyth', 'hand', 'great', 'job', 'collect', 'insan', 'right']",Liberal
"['stop', 'talk', 'polici', 'start', 'bash', 'fuck', 'outta', 'trump', 'one', 'path', 'victori', 'destroy', 'orang', 'man', 'soul', 'democraticdeb']",Liberal
"['anthoni', 'scaramucci', 'say', 'gop', 'could', 'replac', 'chernobyl', 'trump', 'ballot', 'agre', 'toni', 'way', 'gop', 'go', 'save', 'face', 'get', 'eisenhow', 'run', 'presid', 'drop', 'fool', 'regain', 'respect', 'scaramucci', 'republican']",Liberal
"['traitortrump', 'kushner', 'amp', 'still', 'wo', 'hold', 'princ', 'mb', 'account', 'kashogi', 'murder', 'shame', 'anybodi', 'smell', 'money', 'mayb', 'mb', 'invest', 'kushner', 'amp', 'lot', 'crookedtrump', 'properti', 'mani', 'bribe', 'emolumentsclaus', 'violat']",Liberal
"['guy', 'fast', 'food', 'right', 'fast', 'food', 'trump', 'coronaviru']",Liberal
"['ridicul', 'dem', 'actual', 'investig', 'legisl', 'dem', 'arriv', 'yesterday', 'page', 'propos', 'much', 'need', 'infrastructur', 'amp', 'trump', 'one', 'storm', 'minut', 'prepar', 'statement', 'attach', 'presidentialpodium']",Liberal
"['hmmm', 'interest', 'mayb', 'tri', 'avoid', 'mani', 'tax', 'troubl', 'trumpresign', 'hey', 'girl', 'dream']",Liberal
"['trumphaskidsincag', 'gener', 'anniversari', 'version', 'live', 'leed', 'gangofpedophil', 'moscowmitch', 'traitortodd', 'impeachmentnow']",Liberal
"['wrong', 'word', 'leader', 'person', 'charg', 'person', 'nonpolit', 'person', 'afraid', 'patriot', 'true', 'american', 'citizen', 'realdonaldtrump', 'protect', 'commun', 'citi']",Conservative
"['worlddonat', 'trump', 'zelenski', 'usa', 'ny', 'democrat', 'kiev', 'news', 'polit', 'ny', 'time', 'trump', 'look', 'evid', 'interfer', 'ukrain', 'presidenti', 'elect', 'unit', 'state']",Conservative
"['classic', 'trump', 'project', 'stage', 'event', 'sick', 'relationship', 'foxnew', 'presid', 'mean', 'congresswoman', 'similarli', 'integr', 'still', 'matter']",Liberal
"['hey', 'crazi', 'nervou', 'note', 'crimin', 'trump', 'stock', 'market', 'high', 'interest', 'histor', 'low', 'despit', 'attempt', 'rais', 'interest', 'ly', 'fake', 'presid', 'donaldtrump']",Liberal
"['outfit', 'basic', 'hat', 'maud', 'adam', 'wore', 'man', 'golden', 'gun', 'melania', 'rip', 'bond', 'girl', 'trump', 'gop']",Liberal
"['trump', 'say', 'ever', 'want', 'hen', 'stop', 'spend', 'tax', 'dollar', 'govern', 'hand', 'out', 'aka', 'reaganom', 'gop', 'treason']",Liberal
"['yet', 'realdonaldtrump', 'presid', 'far', 'fewer', 'fals', 'claim', 'cnn', 'cnnbrk']",Conservative
"['would', 'awesom', 'realdonaldtrump', 'would', 'retweet', 'new', 'year', 'come', 'im', 'thank', 'excit', 'see', 'win', 'presid', 'go', 'next', 'year', 'lot', 'thank', 'kag']",Conservative
"['mike', 'espi', 'stand', 'peopl', 'lock', 'confeder', 'histori', 'right', 'along', 'trump']",Liberal
"['trump', 'say', 'spaceforc', 'comment', 'say', 'cybersecur', 'forc', 'better', 'idea', 'cue', 'potenti', 'democrat', 'candid', 'presid', 'formul', 'posit', 'paper', 'favor', 'one']",Liberal
"['dem', 'done', 'sinc', 'inaugur', 'realdonaldtrump', 'investig', 'get', 'involv', 'legisl', 'simpli', 'investig', 'must', 'take', 'back', 'hous', 'gop', 'much', 'achiev', 'goal']",Conservative
"['done', 'follow', 'everyon', 'wasnt', 'alreadi', 'pleas', 'rt', 'fb', 'back', 'gop', 'redwav', 'trump']",Conservative
"['chriscuomo', 'born', 'amp', 'make', 'million', 'year', 'bash', 'realdonaldtrump', 'doubt', 'he', 'multi', 'millionair', 'meanwhil', 'potu', 'donat', 'salari', 'amp', 'work', 'doesnt', 'sound', 'much', 'care', 'amp', 'give', 'person', 'donaldjtrumpjr', 'erictrump']",Liberal
"['like', 'heathermallick', 'vest', 'interest', 'realdonaldtrump', 'contributor', 'torontostar', 'anyway']",Liberal
"['dineshdsouza', 'inadvert', 'watch', 'part', 'film', 'hillaryclinton', 'amp', 'dem', 'way', 'sound', 'like', 'huge', 'liar', 'realdonaldtrump', 'amp', 'presssec', 'amp', 'rest', 'trump', 'apologist', 'twist', 'fact', 'suit', 'agenda', 'imstillwithh']",Liberal
"['potu', 'follow', 'tri', 'provid', 'us', 'altern', 'nba', 'final', 'year', 'theyr', 'trash', 'talk', 'media', 'doctor', 'amp', 'nurs', 'essenti', 'worker', 'peopl', 'stay', 'home', 'amp', 'wear', 'mask', 'public', 'think', 'stupid', 'trump']",Liberal
"['trade', 'deal', 'huge', 'anoth', 'big', 'win', 'america', 'chinatraded', 'trump', 'democraticdeb']",Conservative
"['block', 'trump', 'one', 'best', 'thing', 'honor', 'contrapt', 'got', 'enough', 'dumdum', 'douchebag', 'real', 'life', 'deal', 'daili', 'basi']",Liberal
"['msm', 'love', 'hate', 'trump', 'reli', 'view', 'td', 'lucr', 'busi', 'know', 'bet', 'wouldnt', 'mind', 'win', 'theori']",Conservative
"['thank', 'much', 'great', 'ride', 'sorri', 'outsid', 'weather', 'work', 'fenc', 'ugh', 'follow', 'rt', 'trump', 'trump']",Conservative
"['newyorknebisch', 'amp', 'serialschlemiel', 'chuck', 'schumer', 'chucki', 'never', 'held', 'real', 'job', 'life', 'went', 'straight', 'harvardlaw', 'polit', 'strike', 'bubbi', 'coproliticchoppedlivercretin', 'chucki', 'good', 'jew', 'donaldtrump']",Conservative
"['none', 'idiot', 'comedi', 'show', 'best', 'candid', 'never', 'presid', 'one', 'guy', 'job', 'trump']",Conservative
"['realdonaldtrump', 'grossli', 'disgust', 'idiot', 'chief', 'still', 'offic', 'usa', 'notmypresid', 'kingoffool', 'shamingtheusa', 'trumpscoronaviruscrisi', 'coronaviru', 'mitt', 'romney', 'share', 'neg', 'test', 'result', 'trump', 'weigh']",Liberal
"['repadamschiff', 'hey', 'rain', 'cat', 'dog', 'donald', 'call', 'aspca', 'donaldtrump']",Conservative
"['amaz', 'hospit', 'mother', 'babi', 'connect', 'bracelet', 'clearli', 'privat', 'prison', 'co', 'profit', 'trump', 'administr', 'doesnt', 'use', 'spell', 'check', 'realli', 'think', 'would', 'plan', 'place', 'reunit']",Liberal
"['put', 'perspect', 'regist', 'voter', 'ignor', 'bigot', 'enough', 'think', 'trump', 'better', 'lincoln']",Liberal
